,open_ts_time,open_t_time,wind_ts_p,wind_t_p,close_ts_time,close_t_time,unwind_ts_p,unwind_t_p,diff_ts,diff_t,sum
0,2022-10-10 09:40:00,2022-10-10 09:40:00,101.12,-100.76,2022-10-10 09:47:01,2022-10-10 09:47:00,-101.12,100.745,0.0,0.015000000000000568,0.015000000000000568
1,2022-10-10 09:42:06,2022-10-10 09:42:00,101.12,-100.765,2022-10-10 09:47:01,2022-10-10 09:47:00,-101.12,100.745,0.0,0.01999999999999602,0.01999999999999602
2,2022-10-10 09:43:01,2022-10-10 09:43:00,101.12,-100.755,2022-10-10 09:47:01,2022-10-10 09:47:00,-101.12,100.745,0.0,0.009999999999990905,0.009999999999990905
3,2022-10-10 09:44:03,2022-10-10 09:44:00,101.12,-100.76,2022-10-10 09:47:01,2022-10-10 09:47:00,-101.12,100.745,0.0,0.015000000000000568,0.015000000000000568
4,2022-10-10 09:45:03,2022-10-10 09:45:00,101.12,-100.755,2022-10-10 09:47:01,2022-10-10 09:47:00,-101.12,100.745,0.0,0.009999999999990905,0.009999999999990905
5,2022-10-10 09:46:00,2022-10-10 09:46:00,101.115,-100.755,2022-10-10 09:47:01,2022-10-10 09:47:00,-101.12,100.745,0.005000000000009663,0.009999999999990905,0.015000000000000568
6,2022-10-10 09:52:00,2022-10-10 09:52:01,101.115,-100.76,2022-10-10 10:13:06,2022-10-10 10:13:03,-101.135,100.785,0.020000000000010232,-0.024999999999991473,-0.004999999999981242
7,2022-10-10 09:53:09,2022-10-10 09:53:01,101.115,-100.76,2022-10-10 10:13:06,2022-10-10 10:13:03,-101.135,100.785,0.020000000000010232,-0.024999999999991473,-0.004999999999981242
8,2022-10-10 09:54:00,2022-10-10 09:54:00,101.115,-100.755,2022-10-10 10:13:06,2022-10-10 10:13:03,-101.135,100.785,0.020000000000010232,-0.030000000000001137,-0.009999999999990905
9,2022-10-10 09:55:00,2022-10-10 09:55:01,101.115,-100.76,2022-10-10 10:13:06,2022-10-10 10:13:03,-101.135,100.785,0.020000000000010232,-0.024999999999991473,-0.004999999999981242
10,2022-10-10 09:56:05,2022-10-10 09:56:03,101.115,-100.765,2022-10-10 10:13:06,2022-10-10 10:13:03,-101.135,100.785,0.020000000000010232,-0.01999999999999602,1.4210854715202004e-14
11,2022-10-10 09:57:05,2022-10-10 09:57:00,101.12,-100.765,2022-10-10 10:13:06,2022-10-10 10:13:03,-101.135,100.785,0.015000000000000568,-0.01999999999999602,-0.0049999999999954525
12,2022-10-10 09:58:05,2022-10-10 09:58:00,101.12,-100.765,2022-10-10 10:13:06,2022-10-10 10:13:03,-101.135,100.785,0.015000000000000568,-0.01999999999999602,-0.0049999999999954525
13,2022-10-10 09:59:03,2022-10-10 09:59:00,101.12,-100.765,2022-10-10 10:13:06,2022-10-10 10:13:03,-101.135,100.785,0.015000000000000568,-0.01999999999999602,-0.0049999999999954525
14,2022-10-10 10:00:01,2022-10-10 10:00:00,101.12,-100.765,2022-10-10 10:13:06,2022-10-10 10:13:03,-101.135,100.785,0.015000000000000568,-0.01999999999999602,-0.0049999999999954525
15,2022-10-10 10:02:03,2022-10-10 10:02:01,101.12,-100.78,2022-10-10 10:13:06,2022-10-10 10:13:03,-101.135,100.785,0.015000000000000568,-0.0049999999999954525,0.010000000000005116
16,2022-10-10 10:03:00,2022-10-10 10:03:00,101.12,-100.785,2022-10-10 10:13:06,2022-10-10 10:13:03,-101.135,100.785,0.015000000000000568,0.0,0.015000000000000568
17,2022-10-10 10:04:00,2022-10-10 10:04:00,101.125,-100.79,2022-10-10 10:13:06,2022-10-10 10:13:03,-101.135,100.785,0.010000000000005116,0.005000000000009663,0.01500000000001478
18,2022-10-10 10:05:00,2022-10-10 10:05:00,101.1225,-100.79,2022-10-10 10:13:06,2022-10-10 10:13:03,-101.135,100.785,0.012500000000002842,0.005000000000009663,0.017500000000012506
19,2022-10-10 10:06:01,2022-10-10 10:06:00,101.13,-100.795,2022-10-10 10:13:06,2022-10-10 10:13:03,-101.135,100.785,0.005000000000009663,0.010000000000005116,0.01500000000001478
20,2022-10-10 10:07:00,2022-10-10 10:07:00,101.125,-100.785,2022-10-10 10:13:06,2022-10-10 10:13:03,-101.135,100.785,0.010000000000005116,0.0,0.010000000000005116
21,2022-10-10 10:08:00,2022-10-10 10:08:00,101.13,-100.795,2022-10-10 10:13:06,2022-10-10 10:13:03,-101.135,100.785,0.005000000000009663,0.010000000000005116,0.01500000000001478
22,2022-10-10 10:09:01,2022-10-10 10:09:02,101.13,-100.795,2022-10-10 10:13:06,2022-10-10 10:13:03,-101.135,100.785,0.005000000000009663,0.010000000000005116,0.01500000000001478
23,2022-10-10 10:10:01,2022-10-10 10:10:00,101.13,-100.795,2022-10-10 10:13:06,2022-10-10 10:13:03,-101.135,100.785,0.005000000000009663,0.010000000000005116,0.01500000000001478
24,2022-10-10 10:15:00,2022-10-10 10:15:01,-101.135,100.785,2022-10-10 10:42:03,2022-10-10 10:42:02,101.14,-100.82,-0.0049999999999954525,0.03499999999999659,0.030000000000001137
25,2022-10-10 10:16:00,2022-10-10 10:16:00,-101.135,100.78,2022-10-10 10:42:03,2022-10-10 10:42:02,101.14,-100.82,-0.0049999999999954525,0.03999999999999204,0.03499999999999659
26,2022-10-10 10:17:02,2022-10-10 10:17:01,-101.135,100.79,2022-10-10 10:42:03,2022-10-10 10:42:02,101.14,-100.82,-0.0049999999999954525,0.029999999999986926,0.024999999999991473
27,2022-10-10 10:18:00,2022-10-10 10:18:01,-101.14,100.795,2022-10-10 10:42:03,2022-10-10 10:42:02,101.14,-100.82,0.0,0.024999999999991473,0.024999999999991473
28,2022-10-10 10:21:01,2022-10-10 10:21:00,101.13,-100.8,2022-10-10 10:42:03,2022-10-10 10:42:02,-101.145,100.815,0.015000000000000568,-0.015000000000000568,0.0
29,2022-10-10 10:22:05,2022-10-10 10:22:00,101.135,-100.81,2022-10-10 10:42:03,2022-10-10 10:42:02,-101.145,100.815,0.009999999999990905,-0.0049999999999954525,0.0049999999999954525
30,2022-10-10 10:23:00,2022-10-10 10:23:00,101.135,-100.80250000000001,2022-10-10 10:42:03,2022-10-10 10:42:02,-101.145,100.815,0.009999999999990905,-0.012499999999988631,-0.0024999999999977263
31,2022-10-10 10:24:01,2022-10-10 10:24:00,101.14,-100.81,2022-10-10 10:42:03,2022-10-10 10:42:02,-101.145,100.815,0.0049999999999954525,-0.0049999999999954525,0.0
32,2022-10-10 10:25:01,2022-10-10 10:25:00,101.145,-100.815,2022-10-10 10:42:03,2022-10-10 10:42:02,-101.145,100.815,0.0,0.0,0.0
33,2022-10-10 10:26:08,2022-10-10 10:26:01,101.145,-100.82,2022-10-10 10:42:03,2022-10-10 10:42:02,-101.145,100.815,0.0,0.0049999999999954525,0.0049999999999954525
34,2022-10-10 10:34:00,2022-10-10 10:34:00,101.14,-100.83,2022-10-10 10:42:03,2022-10-10 10:42:02,-101.145,100.815,0.0049999999999954525,0.015000000000000568,0.01999999999999602
35,2022-10-10 10:35:01,2022-10-10 10:35:00,101.14,-100.83,2022-10-10 10:42:03,2022-10-10 10:42:02,-101.145,100.815,0.0049999999999954525,0.015000000000000568,0.01999999999999602
