DateTime,preclose,open,high,low,last,ask,bid,volume,amount,presettle,settle,preposition,position,volume_ratio,iopv,high_limit,low_limit,afterprice,aftervolume,afterturnover,ask1,bid1,asize1,bsize1
2022/8/30 13:37,101.48,101.57,101.6,101.415,101.45,101.45,101.445,50052,50811066250,101.44,NaN,NaN,158676,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,36,76
2022/8/30 13:37,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50054,50813095150,101.44,NaN,NaN,158674,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,36,74
2022/8/30 13:37,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50054,50813095150,101.44,NaN,NaN,158674,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,36,76
2022/8/30 13:37,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50054,50813095150,101.44,NaN,NaN,158674,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,36,86
2022/8/30 13:37,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50054,50813095150,101.44,NaN,NaN,158674,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,36,88
2022/8/30 13:37,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50054,50813095150,101.44,NaN,NaN,158674,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,37,88
2022/8/30 13:37,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50054,50813095150,101.44,NaN,NaN,158674,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,39,88
2022/8/30 13:37,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50054,50813095150,101.44,NaN,NaN,158674,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,49,88
2022/8/30 13:37,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50054,50813095150,101.44,NaN,NaN,158674,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,50,88
2022/8/30 13:37,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50055,50814109600,101.44,NaN,NaN,158673,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,49,87
2022/8/30 13:37,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50055,50814109600,101.44,NaN,NaN,158673,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,51,88
2022/8/30 13:37,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50055,50814109600,101.44,NaN,NaN,158673,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,51,90
2022/8/30 13:37,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50055,50814109600,101.44,NaN,NaN,158673,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,51,89
2022/8/30 13:37,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50055,50814109600,101.44,NaN,NaN,158673,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,51,99
2022/8/30 13:37,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50055,50814109600,101.44,NaN,NaN,158673,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,51,89
2022/8/30 13:37,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50055,50814109600,101.44,NaN,NaN,158673,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,61,89
2022/8/30 13:37,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50055,50814109600,101.44,NaN,NaN,158673,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,61,82
2022/8/30 13:37,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50055,50814109600,101.44,NaN,NaN,158673,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,61,78
2022/8/30 13:37,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50060,50819181850,101.44,NaN,NaN,158668,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,61,73
2022/8/30 13:37,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50060,50819181850,101.44,NaN,NaN,158668,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,61,72
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50061,50820196300,101.44,NaN,NaN,158668,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,61,71
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50062,50821210750,101.44,NaN,NaN,158667,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,61,70
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50062,50821210750,101.44,NaN,NaN,158667,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,61,69
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50067,50826283000,101.44,NaN,NaN,158667,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,77,55
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.445,101.45,101.44,50120,50880048850,101.44,NaN,NaN,158647,NaN,0,0,0,NaN,NaN,NaN,101.45,101.44,83,193
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.445,101.445,101.44,50122,50882077750,101.44,NaN,NaN,158648,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,5,115
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.445,101.445,101.44,50129,50889178900,101.44,NaN,NaN,158653,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,7,104
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.445,101.45,101.44,50136,50896280050,101.44,NaN,NaN,158652,NaN,0,0,0,NaN,NaN,NaN,101.45,101.44,155,104
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.445,101.45,101.44,50136,50896280050,101.44,NaN,NaN,158652,NaN,0,0,0,NaN,NaN,NaN,101.45,101.44,106,112
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50136,50896280050,101.44,NaN,NaN,158652,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,96,1
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.445,101.45,101.445,50136,50896280050,101.44,NaN,NaN,158652,NaN,0,0,0,NaN,NaN,NaN,101.45,101.445,89,4
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.445,101.445,101.44,50140,50900337850,101.44,NaN,NaN,158652,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,46,166
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.445,101.445,101.44,50140,50900337850,101.44,NaN,NaN,158652,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,55,109
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.445,101.445,101.44,50140,50900337850,101.44,NaN,NaN,158652,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,60,99
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.445,101.445,101.44,50140,50900337850,101.44,NaN,NaN,158652,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,57,99
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50141,50901352250,101.44,NaN,NaN,158653,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,57,93
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50142,50902366650,101.44,NaN,NaN,158653,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,57,88
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50142,50902366650,101.44,NaN,NaN,158653,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,57,89
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50143,50903381050,101.44,NaN,NaN,158652,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,57,88
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50143,50903381050,101.44,NaN,NaN,158652,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,57,89
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50143,50903381050,101.44,NaN,NaN,158652,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,59,89
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50144,50904395450,101.44,NaN,NaN,158652,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,59,88
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50144,50904395450,101.44,NaN,NaN,158652,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,60,88
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50145,50905409850,101.44,NaN,NaN,158652,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,61,87
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50175,50935841850,101.44,NaN,NaN,158671,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,61,57
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50177,50937870650,101.44,NaN,NaN,158672,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,79,53
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50177,50937870650,101.44,NaN,NaN,158672,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,79,55
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50178,50938885050,101.44,NaN,NaN,158672,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,79,54
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50178,50938885050,101.44,NaN,NaN,158672,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,79,55
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50228,50989605050,101.44,NaN,NaN,158662,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,79,5
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50233,50994677050,101.44,NaN,NaN,158660,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,17,227
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.435,50269,51031195350,101.44,NaN,NaN,158672,NaN,0,0,0,NaN,NaN,NaN,101.445,101.435,161,135
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50271,51033224150,101.44,NaN,NaN,158670,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,12,146
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50271,51033224150,101.44,NaN,NaN,158670,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,14,136
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50271,51033224150,101.44,NaN,NaN,158670,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,19,131
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50271,51033224150,101.44,NaN,NaN,158670,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,19,132
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50271,51033224150,101.44,NaN,NaN,158670,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,21,132
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50271,51033224150,101.44,NaN,NaN,158670,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,22,162
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50271,51033224150,101.44,NaN,NaN,158670,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,25,166
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.435,101.44,101.435,50272,51034238500,101.44,NaN,NaN,158670,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,25,162
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.435,101.44,101.435,50275,51037281550,101.44,NaN,NaN,158671,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,25,159
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.435,101.44,101.435,50275,51037281550,101.44,NaN,NaN,158671,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,25,160
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.435,101.44,101.435,50276,51038295900,101.44,NaN,NaN,158670,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,25,159
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.435,101.44,101.435,50276,51038295900,101.44,NaN,NaN,158670,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,35,159
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.435,101.44,101.435,50276,51038295900,101.44,NaN,NaN,158670,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,36,159
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50312,51074814300,101.44,NaN,NaN,158643,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,178,14
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50312,51074814300,101.44,NaN,NaN,158643,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,98,44
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50312,51074814300,101.44,NaN,NaN,158643,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,98,48
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50313,51075828700,101.44,NaN,NaN,158643,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,88,44
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50313,51075828700,101.44,NaN,NaN,158643,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,87,44
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50313,51075828700,101.44,NaN,NaN,158643,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,87,42
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50313,51075828700,101.44,NaN,NaN,158643,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,82,42
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50323,51085972700,101.44,NaN,NaN,158643,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,82,32
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50324,51086987100,101.44,NaN,NaN,158642,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,82,32
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50338,51101188700,101.44,NaN,NaN,158654,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,82,15
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50338,51101188700,101.44,NaN,NaN,158654,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,82,17
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.445,101.44,50338,51101188700,101.44,NaN,NaN,158654,NaN,0,0,0,NaN,NaN,NaN,101.445,101.44,82,22
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50376,51139735900,101.44,NaN,NaN,158680,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,4,265
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50377,51140750300,101.44,NaN,NaN,158681,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,43,185
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50381,51144807900,101.44,NaN,NaN,158681,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,49,175
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50381,51144807900,101.44,NaN,NaN,158681,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,39,175
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50381,51144807900,101.44,NaN,NaN,158681,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,37,174
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50381,51144807900,101.44,NaN,NaN,158681,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,37,169
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50381,51144807900,101.44,NaN,NaN,158681,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,37,170
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50381,51144807900,101.44,NaN,NaN,158681,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,38,170
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50381,51144807900,101.44,NaN,NaN,158681,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,38,180
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50381,51144807900,101.44,NaN,NaN,158681,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,38,179
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.435,101.44,101.435,50382,51145822250,101.44,NaN,NaN,158681,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,38,178
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.435,101.44,101.435,50382,51145822250,101.44,NaN,NaN,158681,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,38,180
2022/8/30 13:38,101.48,101.57,101.6,101.415,101.435,101.44,101.435,50382,51145822250,101.44,NaN,NaN,158681,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,38,160
2022/8/30 13:39,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50383,51146836650,101.44,NaN,NaN,158682,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,37,152
2022/8/30 13:39,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50383,51146836650,101.44,NaN,NaN,158682,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,39,152
2022/8/30 13:39,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50383,51146836650,101.44,NaN,NaN,158682,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,40,152
2022/8/30 13:39,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50384,51147851050,101.44,NaN,NaN,158682,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,39,152
2022/8/30 13:39,101.48,101.57,101.6,101.415,101.44,101.44,101.435,50384,51147851050,101.44,NaN,NaN,158682,NaN,0,0,0,NaN,NaN,NaN,101.44,101.435,39,154
