,open_tf_time,open_t_time,wind_tf_p,wind_t_p,close_tf_time,close_t_time,unwind_tf_p,unwind_t_p,diff_tf,diff_t,sum
0,2022-10-13 09:40:01,2022-10-13 09:40:00,101.685,-101.065,2022-10-13 10:14:00,2022-10-13 10:14:00,-101.7075,101.075,0.022499999999993747,-0.010000000000005116,0.012499999999988631
1,2022-10-13 09:41:07,2022-10-13 09:41:00,101.68,-101.06,2022-10-13 10:14:00,2022-10-13 10:14:00,-101.7075,101.075,0.0274999999999892,-0.015000000000000568,0.012499999999988631
2,2022-10-13 09:42:00,2022-10-13 09:42:00,101.68,-101.06,2022-10-13 10:14:00,2022-10-13 10:14:00,-101.7075,101.075,0.0274999999999892,-0.015000000000000568,0.012499999999988631
3,2022-10-13 09:45:00,2022-10-13 09:45:00,-101.68,101.04,2022-10-13 10:14:00,2022-10-13 10:14:00,101.7,-101.08,-0.01999999999999602,0.03999999999999204,0.01999999999999602
4,2022-10-13 09:46:00,2022-10-13 09:46:00,-101.68,101.045,2022-10-13 10:14:00,2022-10-13 10:14:00,101.7,-101.08,-0.01999999999999602,0.03499999999999659,0.015000000000000568
5,2022-10-13 09:47:01,2022-10-13 09:47:00,-101.685,101.05,2022-10-13 10:14:00,2022-10-13 10:14:00,101.7,-101.08,-0.015000000000000568,0.030000000000001137,0.015000000000000568
6,2022-10-13 09:48:01,2022-10-13 09:48:01,-101.685,101.05,2022-10-13 10:14:00,2022-10-13 10:14:00,101.7,-101.08,-0.015000000000000568,0.030000000000001137,0.015000000000000568
7,2022-10-13 09:49:00,2022-10-13 09:49:00,-101.68,101.045,2022-10-13 10:14:00,2022-10-13 10:14:00,101.7,-101.08,-0.01999999999999602,0.03499999999999659,0.015000000000000568
8,2022-10-13 09:50:00,2022-10-13 09:50:00,-101.685,101.05,2022-10-13 10:14:00,2022-10-13 10:14:00,101.7,-101.08,-0.015000000000000568,0.030000000000001137,0.015000000000000568
9,2022-10-13 09:55:02,2022-10-13 09:55:01,101.69,-101.085,2022-10-13 10:14:00,2022-10-13 10:14:00,-101.7075,101.075,0.017499999999998295,0.009999999999990905,0.0274999999999892
10,2022-10-13 09:56:00,2022-10-13 09:56:01,101.69,-101.08,2022-10-13 10:14:00,2022-10-13 10:14:00,-101.7075,101.075,0.017499999999998295,0.0049999999999954525,0.022499999999993747
11,2022-10-13 09:57:01,2022-10-13 09:57:00,101.695,-101.085,2022-10-13 10:14:00,2022-10-13 10:14:00,-101.7075,101.075,0.012500000000002842,0.009999999999990905,0.022499999999993747
12,2022-10-13 09:58:00,2022-10-13 09:58:00,101.69,-101.075,2022-10-13 10:14:00,2022-10-13 10:14:00,-101.7075,101.075,0.017499999999998295,0.0,0.017499999999998295
13,2022-10-13 09:59:00,2022-10-13 09:59:01,101.68,-101.07,2022-10-13 10:14:00,2022-10-13 10:14:00,-101.7075,101.075,0.0274999999999892,-0.005000000000009663,0.022499999999979536
14,2022-10-13 10:00:00,2022-10-13 10:00:01,101.69,-101.085,2022-10-13 10:14:00,2022-10-13 10:14:00,-101.7075,101.075,0.017499999999998295,0.009999999999990905,0.0274999999999892
15,2022-10-13 10:01:01,2022-10-13 10:01:00,101.685,-101.08,2022-10-13 10:14:00,2022-10-13 10:14:00,-101.7075,101.075,0.022499999999993747,0.0049999999999954525,0.0274999999999892
16,2022-10-13 10:02:00,2022-10-13 10:02:00,101.7,-101.1,2022-10-13 10:14:00,2022-10-13 10:14:00,-101.7075,101.075,0.007499999999993179,0.024999999999991473,0.03249999999998465
17,2022-10-13 10:04:00,2022-10-13 10:04:00,101.715,-101.11,2022-10-13 10:14:00,2022-10-13 10:14:00,-101.7075,101.075,-0.00750000000000739,0.03499999999999659,0.0274999999999892
18,2022-10-13 10:05:00,2022-10-13 10:05:00,101.71,-101.1,2022-10-13 10:14:00,2022-10-13 10:14:00,-101.7075,101.075,-0.0024999999999977263,0.024999999999991473,0.022499999999993747
19,2022-10-13 10:06:00,2022-10-13 10:06:03,101.71,-101.1,2022-10-13 10:14:00,2022-10-13 10:14:00,-101.7075,101.075,-0.0024999999999977263,0.024999999999991473,0.022499999999993747
20,2022-10-13 10:10:01,2022-10-13 10:10:00,-101.715,101.095,2022-10-13 10:14:00,2022-10-13 10:14:00,101.7,-101.08,0.015000000000000568,-0.015000000000000568,0.0
21,2022-10-13 10:11:00,2022-10-13 10:11:02,-101.72,101.1,2022-10-13 10:14:00,2022-10-13 10:14:00,101.7,-101.08,0.01999999999999602,-0.01999999999999602,0.0
22,2022-10-13 10:12:00,2022-10-13 10:12:01,-101.725,101.1,2022-10-13 10:14:00,2022-10-13 10:14:00,101.7,-101.08,0.024999999999991473,-0.01999999999999602,0.0049999999999954525
23,2022-10-13 10:18:01,2022-10-13 10:18:01,-101.72,101.1,2022-10-13 10:32:01,2022-10-13 10:32:02,101.705,-101.09,0.015000000000000568,-0.009999999999990905,0.005000000000009663
24,2022-10-13 10:26:00,2022-10-13 10:26:00,-101.705,101.075,2022-10-13 10:32:01,2022-10-13 10:32:02,101.705,-101.09,0.0,0.015000000000000568,0.015000000000000568
25,2022-10-13 10:27:00,2022-10-13 10:27:00,-101.7,101.07,2022-10-13 10:32:01,2022-10-13 10:32:02,101.705,-101.09,-0.0049999999999954525,0.020000000000010232,0.01500000000001478
26,2022-10-13 10:28:01,2022-10-13 10:28:00,-101.7,101.07,2022-10-13 10:32:01,2022-10-13 10:32:02,101.705,-101.09,-0.0049999999999954525,0.020000000000010232,0.01500000000001478
27,2022-10-13 10:30:00,2022-10-13 10:30:00,-101.71,101.085,2022-10-13 10:32:01,2022-10-13 10:32:02,101.705,-101.09,0.0049999999999954525,0.005000000000009663,0.010000000000005116
28,2022-10-13 10:34:00,2022-10-13 10:34:00,101.71,-101.095,2022-10-13 10:52:00,2022-10-13 10:52:02,-101.715,101.095,0.005000000000009663,0.0,0.005000000000009663
29,2022-10-13 10:38:01,2022-10-13 10:38:01,101.695,-101.085,2022-10-13 10:52:00,2022-10-13 10:52:02,-101.715,101.095,0.020000000000010232,-0.010000000000005116,0.010000000000005116
30,2022-10-13 10:39:02,2022-10-13 10:39:02,101.7,-101.09,2022-10-13 10:52:00,2022-10-13 10:52:02,-101.715,101.095,0.015000000000000568,-0.0049999999999954525,0.010000000000005116
31,2022-10-13 10:41:02,2022-10-13 10:41:03,101.705,-101.0925,2022-10-13 10:52:00,2022-10-13 10:52:02,-101.715,101.095,0.010000000000005116,-0.0024999999999977263,0.00750000000000739
32,2022-10-13 10:42:02,2022-10-13 10:42:02,101.7,-101.09,2022-10-13 10:52:00,2022-10-13 10:52:02,-101.715,101.095,0.015000000000000568,-0.0049999999999954525,0.010000000000005116
33,2022-10-13 10:43:01,2022-10-13 10:43:00,101.71,-101.1,2022-10-13 10:52:00,2022-10-13 10:52:02,-101.715,101.095,0.005000000000009663,0.0049999999999954525,0.010000000000005116
34,2022-10-13 10:44:01,2022-10-13 10:44:00,101.705,-101.0925,2022-10-13 10:52:00,2022-10-13 10:52:02,-101.715,101.095,0.010000000000005116,-0.0024999999999977263,0.00750000000000739
35,2022-10-13 10:45:00,2022-10-13 10:45:00,101.71,-101.1,2022-10-13 10:52:00,2022-10-13 10:52:02,-101.715,101.095,0.005000000000009663,0.0049999999999954525,0.010000000000005116
36,2022-10-13 10:49:00,2022-10-13 10:49:04,-101.71,101.09,2022-10-13 10:52:00,2022-10-13 10:52:02,101.71,-101.1,0.0,0.009999999999990905,0.009999999999990905
37,2022-10-13 10:53:00,2022-10-13 10:53:00,101.725,-101.125,2022-10-13 10:59:02,2022-10-13 10:59:00,-101.735,101.115,0.010000000000005116,0.010000000000005116,0.020000000000010232
38,2022-10-13 10:54:05,2022-10-13 10:54:02,101.715,-101.11,2022-10-13 10:59:02,2022-10-13 10:59:00,-101.735,101.115,0.01999999999999602,-0.0049999999999954525,0.015000000000000568
39,2022-10-13 10:55:00,2022-10-13 10:55:00,101.715,-101.11,2022-10-13 10:59:02,2022-10-13 10:59:00,-101.735,101.115,0.01999999999999602,-0.0049999999999954525,0.015000000000000568
