ts_date,TF
8/31/2022 12:30,60
8/31/2022 12:31,61
8/31/2022 12:32,62
8/31/2022 12:33,63
8/31/2022 12:34,64
8/31/2022 12:35,65
8/31/2022 12:36,66
8/31/2022 12:37,67
8/31/2022 12:38,68
8/31/2022 12:39,69
8/31/2022 12:40,70
8/31/2022 12:41,71
8/31/2022 12:42,72
8/31/2022 12:43,73
8/31/2022 12:44,74
8/31/2022 12:45,75
8/31/2022 12:46,76
8/31/2022 12:47,77
8/31/2022 12:48,78
8/31/2022 12:49,79
8/31/2022 12:50,80
8/31/2022 12:51,81
8/31/2022 12:52,82
8/31/2022 12:53,83
8/31/2022 12:54,84
8/31/2022 12:55,85
8/31/2022 12:56,86
8/31/2022 12:57,87
8/31/2022 12:58,88
8/31/2022 12:59,89
8/31/2022 13:00,101.8792168
8/31/2022 13:01,101.8822118
8/31/2022 13:02,101.8885109
8/31/2022 13:03,101.8851835
8/31/2022 13:04,101.8883851
8/31/2022 13:05,101.8851404
8/31/2022 13:06,101.878665
8/31/2022 13:07,101.8816716
8/31/2022 13:08,101.8860601
8/31/2022 13:09,101.8845252
8/31/2022 13:10,101.880734
8/31/2022 13:11,101.8847635
8/31/2022 13:12,101.8867385
8/31/2022 13:13,101.883424
8/31/2022 13:14,101.8781574
8/31/2022 13:15,101.8765387
8/31/2022 13:16,101.8791522
8/31/2022 13:17,101.8822031
8/31/2022 13:18,101.8668734
8/31/2022 13:19,101.8707
8/31/2022 13:20,101.8679788
8/31/2022 13:21,101.8606027
8/31/2022 13:22,101.8600954
8/31/2022 13:23,101.860856
8/31/2022 13:24,101.8627051
8/31/2022 13:25,101.8580774
8/31/2022 13:26,101.8559209
8/31/2022 13:27,101.8523481
8/31/2022 13:28,101.8529967
8/31/2022 13:29,101.8572603
8/31/2022 13:30,101.8587505
8/31/2022 13:31,101.8539429
8/31/2022 13:32,101.8487513
8/31/2022 13:33,101.8501546
8/31/2022 13:34,101.8502328
8/31/2022 13:35,101.8569246
8/31/2022 13:36,101.8607252
8/31/2022 13:37,101.8606409
8/31/2022 13:38,101.8606087
8/31/2022 13:39,101.8612839
8/31/2022 13:40,101.8618005
8/31/2022 13:41,101.8627499
8/31/2022 13:42,101.85985
8/31/2022 13:43,101.8616677
8/31/2022 13:44,101.8628571
8/31/2022 13:45,101.8633339
8/31/2022 13:46,101.8666666
8/31/2022 13:47,101.8652777
8/31/2022 13:48,101.8663636
8/31/2022 13:49,101.8669966
8/31/2022 13:50,101.8659996
8/31/2022 13:51,101.8633935
8/31/2022 13:52,101.8627502
8/31/2022 13:53,101.8661775
8/31/2022 13:54,101.8711015
8/31/2022 13:55,101.8734195
8/31/2022 13:56,101.8716681
8/31/2022 13:57,101.8742074
8/31/2022 13:58,101.8731846
8/31/2022 13:59,101.8732139
8/31/2022 14:00,101.8705555
8/31/2022 14:01,101.8714518
8/31/2022 14:02,101.8738709
8/31/2022 14:03,101.8787567
8/31/2022 14:04,101.8798892
8/31/2022 14:05,101.8811747
8/31/2022 14:06,101.8831017
8/31/2022 14:07,101.8890823
8/31/2022 14:08,101.8972795
8/31/2022 14:09,101.8978256
8/31/2022 14:10,101.8983014
8/31/2022 14:11,101.907896
8/31/2022 14:12,101.9137722
8/31/2022 14:13,101.9113915
8/31/2022 14:14,101.9019125
8/31/2022 14:15,101.9084806
8/31/2022 14:16,101.9023991
8/31/2022 14:17,101.8985968
8/31/2022 14:18,101.8966663
8/31/2022 14:19,101.899797
8/31/2022 14:20,101.8956514
8/31/2022 14:21,101.8919375
8/31/2022 14:22,101.8952934
8/31/2022 14:23,101.8942828
8/31/2022 14:24,101.8956266
8/31/2022 14:25,101.8985417
8/31/2022 14:26,101.895
8/31/2022 14:27,101.8973073
8/31/2022 14:28,101.8978002
8/31/2022 14:29,101.9004573
8/31/2022 14:30,101.9055957
8/31/2022 14:31,101.9093055
8/31/2022 14:32,101.9063282
8/31/2022 14:33,101.9085185
8/31/2022 14:34,101.9052081
8/31/2022 14:35,101.8992885
8/31/2022 14:36,101.9058352
8/31/2022 14:37,101.9147309
8/31/2022 14:38,101.9187499
8/31/2022 14:39,101.9213053
8/31/2022 14:40,101.9192412
8/31/2022 14:41,101.9178628
8/31/2022 14:42,101.9170235
8/31/2022 14:43,101.9184878
8/31/2022 14:44,101.9213144
8/31/2022 14:45,101.920733
8/31/2022 14:46,101.9147977
8/31/2022 14:47,101.913689
8/31/2022 14:48,101.9096088
8/31/2022 14:49,101.9062162
8/31/2022 14:50,101.9042199
8/31/2022 14:51,101.9058351
8/31/2022 14:52,101.903054
8/31/2022 14:53,101.8972246
8/31/2022 14:54,101.8989194
8/31/2022 14:55,101.8962502
8/31/2022 14:56,101.9016657
8/31/2022 14:57,101.9019153
8/31/2022 14:58,101.9051429
8/31/2022 14:59,101.9033307
8/31/2022 15:00,101.9022998
8/31/2022 15:01,101.9018924
8/31/2022 15:02,101.9026906
8/31/2022 15:03,101.8976795
8/31/2022 15:04,101.8929294
8/31/2022 15:05,101.8906417
8/31/2022 15:06,101.8897867
8/31/2022 15:07,101.890001
8/31/2022 15:08,101.8912301
8/31/2022 15:09,101.8910397
8/31/2022 15:10,101.8897203
8/31/2022 15:11,101.885
8/31/2022 15:12,101.8851126
8/31/2022 15:13,101.8853663
8/31/2022 15:14,101.8887529
