,open_ts_time,open_tf_time,wind_ts_p,wind_tf_p,close_ts_time,close_tf_time,unwind_ts_p,unwind_tf_p,diff_ts,diff_tf,sum
0,2022-10-11 09:39:00,2022-10-11 09:39:00,-101.195,101.655,2022-10-11 09:54:02,2022-10-11 09:54:00,101.185,-101.665,0.009999999999990905,0.010000000000005116,0.01999999999999602
1,2022-10-11 09:40:01,2022-10-11 09:40:00,-101.195,101.645,2022-10-11 09:54:02,2022-10-11 09:54:00,101.185,-101.665,0.009999999999990905,0.020000000000010232,0.030000000000001137
2,2022-10-11 09:41:02,2022-10-11 09:41:01,-101.19,101.645,2022-10-11 09:54:02,2022-10-11 09:54:00,101.185,-101.665,0.0049999999999954525,0.020000000000010232,0.025000000000005684
3,2022-10-11 09:42:01,2022-10-11 09:42:00,-101.19,101.645,2022-10-11 09:54:02,2022-10-11 09:54:00,101.185,-101.665,0.0049999999999954525,0.020000000000010232,0.025000000000005684
4,2022-10-11 09:43:00,2022-10-11 09:43:00,-101.195,101.65,2022-10-11 09:54:02,2022-10-11 09:54:00,101.185,-101.665,0.009999999999990905,0.015000000000000568,0.024999999999991473
5,2022-10-11 09:44:02,2022-10-11 09:44:00,-101.195,101.65,2022-10-11 09:54:02,2022-10-11 09:54:00,101.185,-101.665,0.009999999999990905,0.015000000000000568,0.024999999999991473
6,2022-10-11 09:49:03,2022-10-11 09:49:01,101.19,-101.685,2022-10-11 09:54:02,2022-10-11 09:54:00,-101.19,101.655,0.0,0.030000000000001137,0.030000000000001137
7,2022-10-11 09:50:00,2022-10-11 09:50:00,101.19,-101.68,2022-10-11 09:54:02,2022-10-11 09:54:00,-101.19,101.655,0.0,0.025000000000005684,0.025000000000005684
8,2022-10-11 09:51:00,2022-10-11 09:51:00,101.19,-101.68,2022-10-11 09:54:02,2022-10-11 09:54:00,-101.19,101.655,0.0,0.025000000000005684,0.025000000000005684
9,2022-10-11 09:52:01,2022-10-11 09:52:00,101.19,-101.67,2022-10-11 09:54:02,2022-10-11 09:54:00,-101.19,101.655,0.0,0.015000000000000568,0.015000000000000568
10,2022-10-11 09:56:02,2022-10-11 09:56:00,-101.195,101.655,2022-10-11 10:31:00,2022-10-11 10:31:02,101.175,-101.64,0.01999999999999602,-0.015000000000000568,0.0049999999999954525
11,2022-10-11 09:57:01,2022-10-11 09:57:00,-101.195,101.655,2022-10-11 10:31:00,2022-10-11 10:31:02,101.175,-101.64,0.01999999999999602,-0.015000000000000568,0.0049999999999954525
12,2022-10-11 09:58:01,2022-10-11 09:58:01,-101.195,101.655,2022-10-11 10:31:00,2022-10-11 10:31:02,101.175,-101.64,0.01999999999999602,-0.015000000000000568,0.0049999999999954525
13,2022-10-11 09:59:00,2022-10-11 09:59:01,-101.195,101.655,2022-10-11 10:31:00,2022-10-11 10:31:02,101.175,-101.64,0.01999999999999602,-0.015000000000000568,0.0049999999999954525
14,2022-10-11 10:00:00,2022-10-11 10:00:00,-101.195,101.645,2022-10-11 10:31:00,2022-10-11 10:31:02,101.175,-101.64,0.01999999999999602,-0.0049999999999954525,0.015000000000000568
15,2022-10-11 10:01:00,2022-10-11 10:01:00,-101.185,101.635,2022-10-11 10:31:00,2022-10-11 10:31:02,101.175,-101.64,0.010000000000005116,0.0049999999999954525,0.015000000000000568
16,2022-10-11 10:02:00,2022-10-11 10:02:00,-101.185,101.635,2022-10-11 10:31:00,2022-10-11 10:31:02,101.175,-101.64,0.010000000000005116,0.0049999999999954525,0.015000000000000568
17,2022-10-11 10:03:03,2022-10-11 10:03:01,-101.185,101.635,2022-10-11 10:31:00,2022-10-11 10:31:02,101.175,-101.64,0.010000000000005116,0.0049999999999954525,0.015000000000000568
18,2022-10-11 10:04:00,2022-10-11 10:04:00,-101.185,101.635,2022-10-11 10:31:00,2022-10-11 10:31:02,101.175,-101.64,0.010000000000005116,0.0049999999999954525,0.015000000000000568
19,2022-10-11 10:05:00,2022-10-11 10:05:04,-101.185,101.63,2022-10-11 10:31:00,2022-10-11 10:31:02,101.175,-101.64,0.010000000000005116,0.010000000000005116,0.020000000000010232
20,2022-10-11 10:06:01,2022-10-11 10:06:03,-101.18,101.63,2022-10-11 10:31:00,2022-10-11 10:31:02,101.175,-101.64,0.005000000000009663,0.010000000000005116,0.01500000000001478
21,2022-10-11 10:07:00,2022-10-11 10:07:05,-101.18,101.625,2022-10-11 10:31:00,2022-10-11 10:31:02,101.175,-101.64,0.005000000000009663,0.015000000000000568,0.020000000000010232
22,2022-10-11 10:08:00,2022-10-11 10:08:00,-101.18,101.63,2022-10-11 10:31:00,2022-10-11 10:31:02,101.175,-101.64,0.005000000000009663,0.010000000000005116,0.01500000000001478
23,2022-10-11 10:09:00,2022-10-11 10:09:00,-101.18,101.625,2022-10-11 10:31:00,2022-10-11 10:31:02,101.175,-101.64,0.005000000000009663,0.015000000000000568,0.020000000000010232
24,2022-10-11 10:16:00,2022-10-11 10:16:00,101.175,-101.645,2022-10-11 10:31:00,2022-10-11 10:31:02,-101.185,101.625,0.010000000000005116,0.01999999999999602,0.030000000000001137
25,2022-10-11 10:17:04,2022-10-11 10:17:00,101.175,-101.635,2022-10-11 10:31:00,2022-10-11 10:31:02,-101.185,101.625,0.010000000000005116,0.010000000000005116,0.020000000000010232
26,2022-10-11 10:18:00,2022-10-11 10:18:07,101.175,-101.635,2022-10-11 10:31:00,2022-10-11 10:31:02,-101.185,101.625,0.010000000000005116,0.010000000000005116,0.020000000000010232
27,2022-10-11 10:20:01,2022-10-11 10:20:00,-101.18,101.625,2022-10-11 10:31:00,2022-10-11 10:31:02,101.175,-101.64,0.005000000000009663,0.015000000000000568,0.020000000000010232
28,2022-10-11 10:21:32,2022-10-11 10:21:00,-101.18,101.63,2022-10-11 10:31:00,2022-10-11 10:31:02,101.175,-101.64,0.005000000000009663,0.010000000000005116,0.01500000000001478
29,2022-10-11 10:22:01,2022-10-11 10:22:00,-101.18,101.635,2022-10-11 10:31:00,2022-10-11 10:31:02,101.175,-101.64,0.005000000000009663,0.0049999999999954525,0.010000000000005116
30,2022-10-11 10:23:00,2022-10-11 10:23:06,-101.18,101.63,2022-10-11 10:31:00,2022-10-11 10:31:02,101.175,-101.64,0.005000000000009663,0.010000000000005116,0.01500000000001478
31,2022-10-11 10:26:00,2022-10-11 10:26:01,101.175,-101.64,2022-10-11 10:31:00,2022-10-11 10:31:02,-101.185,101.625,0.010000000000005116,0.015000000000000568,0.025000000000005684
32,2022-10-11 10:27:04,2022-10-11 10:27:00,101.18,-101.64,2022-10-11 10:31:00,2022-10-11 10:31:02,-101.185,101.625,0.0049999999999954525,0.015000000000000568,0.01999999999999602
33,2022-10-11 10:28:06,2022-10-11 10:28:09,101.18,-101.64,2022-10-11 10:31:00,2022-10-11 10:31:02,-101.185,101.625,0.0049999999999954525,0.015000000000000568,0.01999999999999602
34,2022-10-11 10:35:00,2022-10-11 10:35:01,-101.175,101.61,2022-10-11 10:48:00,2022-10-11 10:48:00,101.165,-101.61,0.009999999999990905,0.0,0.009999999999990905
35,2022-10-11 10:36:00,2022-10-11 10:36:00,-101.175,101.61,2022-10-11 10:48:00,2022-10-11 10:48:00,101.165,-101.61,0.009999999999990905,0.0,0.009999999999990905
36,2022-10-11 10:37:00,2022-10-11 10:37:00,-101.175,101.61,2022-10-11 10:48:00,2022-10-11 10:48:00,101.165,-101.61,0.009999999999990905,0.0,0.009999999999990905
37,2022-10-11 10:38:00,2022-10-11 10:38:01,-101.175,101.605,2022-10-11 10:48:00,2022-10-11 10:48:00,101.165,-101.61,0.009999999999990905,0.0049999999999954525,0.014999999999986358
38,2022-10-11 10:39:01,2022-10-11 10:39:00,-101.17,101.6,2022-10-11 10:48:00,2022-10-11 10:48:00,101.165,-101.61,0.0049999999999954525,0.010000000000005116,0.015000000000000568
39,2022-10-11 10:40:00,2022-10-11 10:40:01,-101.175,101.605,2022-10-11 10:48:00,2022-10-11 10:48:00,101.165,-101.61,0.009999999999990905,0.0049999999999954525,0.014999999999986358
40,2022-10-11 10:41:03,2022-10-11 10:41:00,-101.175,101.605,2022-10-11 10:48:00,2022-10-11 10:48:00,101.165,-101.61,0.009999999999990905,0.0049999999999954525,0.014999999999986358
41,2022-10-11 10:42:01,2022-10-11 10:42:00,-101.175,101.61,2022-10-11 10:48:00,2022-10-11 10:48:00,101.165,-101.61,0.009999999999990905,0.0,0.009999999999990905
42,2022-10-11 10:43:01,2022-10-11 10:43:00,-101.175,101.61,2022-10-11 10:48:00,2022-10-11 10:48:00,101.165,-101.61,0.009999999999990905,0.0,0.009999999999990905
43,2022-10-11 10:46:07,2022-10-11 10:46:00,101.17,-101.625,2022-10-11 10:48:00,2022-10-11 10:48:00,-101.175,101.6,0.0049999999999954525,0.025000000000005684,0.030000000000001137
44,2022-10-11 10:50:03,2022-10-11 10:50:00,-101.17,101.6,2022-10-11 10:55:02,2022-10-11 10:55:02,101.17,-101.625,0.0,0.025000000000005684,0.025000000000005684
45,2022-10-11 10:51:03,2022-10-11 10:51:01,-101.17,101.6,2022-10-11 10:55:02,2022-10-11 10:55:02,101.17,-101.625,0.0,0.025000000000005684,0.025000000000005684
46,2022-10-11 10:52:00,2022-10-11 10:52:01,-101.175,101.6,2022-10-11 10:55:02,2022-10-11 10:55:02,101.17,-101.625,0.0049999999999954525,0.025000000000005684,0.030000000000001137
47,2022-10-11 10:53:01,2022-10-11 10:53:01,-101.175,101.605,2022-10-11 10:55:02,2022-10-11 10:55:02,101.17,-101.625,0.0049999999999954525,0.01999999999999602,0.024999999999991473
48,2022-10-11 10:56:04,2022-10-11 10:56:03,101.17,-101.625,2022-10-11 11:11:00,2022-10-11 11:11:00,-101.18,101.625,0.010000000000005116,0.0,0.010000000000005116
49,2022-10-11 10:57:02,2022-10-11 10:57:00,101.17,-101.62,2022-10-11 11:11:00,2022-10-11 11:11:00,-101.18,101.625,0.010000000000005116,-0.0049999999999954525,0.005000000000009663
50,2022-10-11 10:58:00,2022-10-11 10:58:01,101.17,-101.615,2022-10-11 11:11:00,2022-10-11 11:11:00,-101.18,101.625,0.010000000000005116,-0.010000000000005116,0.0
