DateTime,preclose,open,high,low,last,ask,bid,volume,amount,presettle,settle,preposition,position,volume_ratio,iopv,high_limit,low_limit,afterprice,aftervolume,afterturnover,ask1,bid1,asize1,bsize1
2022/8/29 13:37,101.37,101.33,101.425,101.24,101.41,101.415,101.41,37631,38136567350,101.36,NaN,NaN,156525,NaN,0,0,0,NaN,NaN,NaN,101.415,101.41,98,10
2022/8/29 13:37,101.37,101.33,101.425,101.24,101.41,101.415,101.41,37631,38136567350,101.36,NaN,NaN,156525,NaN,0,0,0,NaN,NaN,NaN,101.415,101.41,98,60
2022/8/29 13:37,101.37,101.33,101.425,101.24,101.41,101.415,101.41,37631,38136567350,101.36,NaN,NaN,156525,NaN,0,0,0,NaN,NaN,NaN,101.415,101.41,95,67
2022/8/29 13:37,101.37,101.33,101.425,101.24,101.415,101.415,101.41,37644,38149751300,101.36,NaN,NaN,156535,NaN,0,0,0,NaN,NaN,NaN,101.415,101.41,80,64
2022/8/29 13:37,101.37,101.33,101.425,101.24,101.415,101.415,101.41,37672,38178147500,101.36,NaN,NaN,156558,NaN,0,0,0,NaN,NaN,NaN,101.415,101.41,35,69
2022/8/29 13:37,101.37,101.33,101.425,101.24,101.415,101.42,101.41,37707,38213642750,101.36,NaN,NaN,156587,NaN,0,0,0,NaN,NaN,NaN,101.42,101.41,223,91
2022/8/29 13:37,101.37,101.33,101.425,101.24,101.415,101.42,101.415,37707,38213642750,101.36,NaN,NaN,156587,NaN,0,0,0,NaN,NaN,NaN,101.42,101.415,165,17
2022/8/29 13:37,101.37,101.33,101.425,101.24,101.415,101.42,101.415,37708,38214656900,101.36,NaN,NaN,156588,NaN,0,0,0,NaN,NaN,NaN,101.42,101.415,135,18
2022/8/29 13:37,101.37,101.33,101.425,101.24,101.415,101.42,101.415,37708,38214656900,101.36,NaN,NaN,156588,NaN,0,0,0,NaN,NaN,NaN,101.42,101.415,135,20
2022/8/29 13:37,101.37,101.33,101.425,101.24,101.415,101.42,101.415,37708,38214656900,101.36,NaN,NaN,156588,NaN,0,0,0,NaN,NaN,NaN,101.42,101.415,135,19
2022/8/29 13:37,101.37,101.33,101.425,101.24,101.415,101.42,101.415,37708,38214656900,101.36,NaN,NaN,156588,NaN,0,0,0,NaN,NaN,NaN,101.42,101.415,135,20
2022/8/29 13:37,101.37,101.33,101.425,101.24,101.415,101.42,101.415,37708,38214656900,101.36,NaN,NaN,156588,NaN,0,0,0,NaN,NaN,NaN,101.42,101.415,134,20
2022/8/29 13:37,101.37,101.33,101.425,101.24,101.415,101.42,101.415,37708,38214656900,101.36,NaN,NaN,156588,NaN,0,0,0,NaN,NaN,NaN,101.42,101.415,134,26
2022/8/29 13:37,101.37,101.33,101.425,101.24,101.415,101.42,101.415,37708,38214656900,101.36,NaN,NaN,156588,NaN,0,0,0,NaN,NaN,NaN,101.42,101.415,129,26
2022/8/29 13:37,101.37,101.33,101.425,101.24,101.415,101.42,101.415,37708,38214656900,101.36,NaN,NaN,156588,NaN,0,0,0,NaN,NaN,NaN,101.42,101.415,129,76
2022/8/29 13:37,101.37,101.33,101.425,101.24,101.415,101.42,101.415,37708,38214656900,101.36,NaN,NaN,156588,NaN,0,0,0,NaN,NaN,NaN,101.42,101.415,129,80
2022/8/29 13:37,101.37,101.33,101.425,101.24,101.42,101.42,101.415,37758,38265366900,101.36,NaN,NaN,156608,NaN,0,0,0,NaN,NaN,NaN,101.42,101.415,74,94
2022/8/29 13:37,101.37,101.33,101.425,101.24,101.425,101.425,101.42,37835,38343460400,101.36,NaN,NaN,156658,NaN,0,0,0,NaN,NaN,NaN,101.425,101.42,250,5
