,ts_date,t
0,2023-02-16 09:30:00,100.51384907169182
1,2023-02-16 09:35:00,100.5199772831386
2,2023-02-16 09:40:00,100.52952180425281
3,2023-02-16 09:45:00,100.53038573189974
4,2023-02-16 09:50:00,100.52945583467097
5,2023-02-16 09:55:00,100.527559963926
6,2023-02-16 10:00:00,100.5236660103613
7,2023-02-16 10:05:00,100.52958256849749
8,2023-02-16 10:10:00,100.54405174833353
9,2023-02-16 10:15:00,100.53918762029852
10,2023-02-16 10:20:00,100.53690624821978
11,2023-02-16 10:25:00,100.52658550908211
12,2023-02-16 10:30:00,100.52904043860238
13,2023-02-16 10:35:00,100.51818182661191
14,2023-02-16 10:40:00,100.51925513441493
15,2023-02-16 10:45:00,100.52043822967238
16,2023-02-16 10:50:00,100.51494271016696
17,2023-02-16 10:55:00,100.49632474734445
18,2023-02-16 11:00:00,100.486860997538
19,2023-02-16 11:05:00,100.48606940620022
20,2023-02-16 11:10:00,100.48630080616508
21,2023-02-16 11:15:00,100.49506980252423
22,2023-02-16 11:20:00,100.4952577392419
23,2023-02-16 11:25:00,100.48956880915675
24,2023-02-16 11:30:00,100.49
42,2023-02-16 13:00:00,100.49017971691129
43,2023-02-16 13:05:00,100.49319424964466
44,2023-02-16 13:10:00,100.48890395305384
45,2023-02-16 13:15:00,100.48428243831356
46,2023-02-16 13:20:00,100.47828787517125
47,2023-02-16 13:25:00,100.47279064501605
48,2023-02-16 13:30:00,100.46721011012767
49,2023-02-16 13:35:00,100.46378862499023
50,2023-02-16 13:40:00,100.46595473041072
51,2023-02-16 13:45:00,100.48674804799208
52,2023-02-16 13:50:00,100.4737025335093
53,2023-02-16 13:55:00,100.47266179468818
54,2023-02-16 14:00:00,100.47892139463586
55,2023-02-16 14:05:00,100.49497517193073
56,2023-02-16 14:10:00,100.50615102037315
57,2023-02-16 14:15:00,100.49417796295569
58,2023-02-16 14:20:00,100.5012352621493
59,2023-02-16 14:25:00,100.50861187751606
60,2023-02-16 14:30:00,100.5225528585771
61,2023-02-16 14:35:00,100.55009707570314
62,2023-02-16 14:40:00,100.72763335183335
63,2023-02-16 14:45:00,100.69897829466044
64,2023-02-16 14:50:00,100.65586104101476
65,2023-02-16 14:55:00,100.67027971543094
66,2023-02-16 15:00:00,100.6942128721079
67,2023-02-16 15:05:00,100.70279882014259
68,2023-02-16 15:10:00,100.6877252827539
69,2023-02-16 15:15:00,100.69
71,2023-02-16 15:25:00,100.69
