Time,last,volume
2022-08-31 09:35:35,101.490,4410.000
2022-08-31 09:35:35,101.490,4410.000
2022-08-31 09:35:36,101.490,4410.000
2022-08-31 09:35:36,101.490,4420.000
2022-08-31 09:35:37,101.490,4423.000
2022-08-31 09:35:39,101.485,4424.000
2022-08-31 09:35:40,101.490,4460.000
2022-08-31 09:35:41,101.490,4462.000
2022-08-31 09:35:41,101.490,4462.000
2022-08-31 09:35:41,101.490,4462.000
2022-08-31 09:35:42,101.490,4463.000
2022-08-31 09:35:43,101.495,4465.000
2022-08-31 09:35:43,101.495,4465.000
2022-08-31 09:35:44,101.495,4465.000
2022-08-31 09:35:44,101.490,4467.000
2022-08-31 09:35:45,101.490,4467.000
2022-08-31 09:35:46,101.490,4468.000
2022-08-31 09:35:47,101.490,4468.000
2022-08-31 09:35:47,101.490,4486.000
2022-08-31 09:35:48,101.490,4486.000
2022-08-31 09:35:49,101.490,4486.000
2022-08-31 09:35:49,101.490,4486.000
2022-08-31 09:35:49,101.490,4486.000
2022-08-31 09:35:50,101.490,4486.000
2022-08-31 09:35:51,101.485,4487.000
2022-08-31 09:35:51,101.490,4492.000
2022-08-31 09:35:52,101.490,4492.000
2022-08-31 09:35:52,101.490,4492.000
2022-08-31 09:35:53,101.490,4492.000
2022-08-31 09:35:53,101.495,4528.000
2022-08-31 09:35:54,101.495,4528.000
2022-08-31 09:35:54,101.495,4528.000
2022-08-31 09:35:55,101.495,4528.000
2022-08-31 09:35:55,101.495,4529.000
2022-08-31 09:35:57,101.495,4529.000
2022-08-31 09:35:59,101.495,4530.000
2022-08-31 09:36:00,101.500,4531.000
2022-08-31 09:36:01,101.495,4532.000
2022-08-31 09:36:03,101.500,4533.000
2022-08-31 09:36:03,101.500,4534.000
2022-08-31 09:36:04,101.495,4535.000
2022-08-31 09:36:06,101.495,4535.000
2022-08-31 09:36:06,101.495,4536.000
2022-08-31 09:36:09,101.495,4536.000
2022-08-31 09:36:09,101.495,4537.000
2022-08-31 09:36:10,101.495,4538.000
2022-08-31 09:36:10,101.495,4538.000
2022-08-31 09:36:13,101.495,4539.000
2022-08-31 09:36:13,101.495,4539.000
2022-08-31 09:36:14,101.500,4542.000
2022-08-31 09:36:14,101.500,4639.000
2022-08-31 09:36:15,101.500,4654.000
2022-08-31 09:36:16,101.505,4694.000
2022-08-31 09:36:16,101.505,4719.000
2022-08-31 09:36:16,101.505,4720.000
2022-08-31 09:36:17,101.505,4720.000
2022-08-31 09:36:18,101.500,4721.000
2022-08-31 09:36:18,101.500,4721.000
2022-08-31 09:36:19,101.500,4721.000
2022-08-31 09:36:19,101.505,4729.000
2022-08-31 09:36:20,101.505,4730.000
2022-08-31 09:36:21,101.505,4730.000
2022-08-31 09:36:22,101.505,4730.000
2022-08-31 09:36:23,101.505,4730.000
2022-08-31 09:36:24,101.505,4740.000
2022-08-31 09:36:24,101.505,4758.000
2022-08-31 09:36:24,101.505,4759.000
2022-08-31 09:36:25,101.505,4759.000
2022-08-31 09:36:25,101.505,4759.000
2022-08-31 09:36:26,101.505,4759.000
2022-08-31 09:36:27,101.505,4759.000
2022-08-31 09:36:27,101.505,4760.000
2022-08-31 09:36:28,101.505,4760.000
2022-08-31 09:36:29,101.505,4761.000
2022-08-31 09:36:29,101.505,4761.000
2022-08-31 09:36:30,101.505,4761.000
2022-08-31 09:36:30,101.505,4763.000
2022-08-31 09:36:31,101.505,4765.000
2022-08-31 09:36:32,101.510,4766.000
2022-08-31 09:36:32,101.510,4793.000
2022-08-31 09:36:32,101.510,4794.000
2022-08-31 09:36:33,101.505,4795.000
2022-08-31 09:36:34,101.510,4800.000
2022-08-31 09:36:34,101.510,4800.000
2022-08-31 09:36:35,101.510,4800.000
2022-08-31 09:36:36,101.510,4803.000
2022-08-31 09:36:37,101.505,4804.000
2022-08-31 09:36:39,101.505,4804.000
