,open_ts_time,open_tf_time,open_t_time,wind_ts_p,wind_tf_p,wind_t_p,close_ts_time,close_tf_time,close_t_time,unwind_ts_p,unwind_tf_p,unwind_t_p,diff_ts,diff_tf,diff_t,sum-2-3-1
0,2022-10-25 09:40:00,2022-10-25 09:40:00,2022-10-25 09:40:01,101.205,101.835,101.3,2022-10-25 09:54:01,2022-10-25 09:54:00,2022-10-25 09:54:00,101.215,101.84,101.31,0.010000000000005116,-0.005000000000009663,0.010000000000005116,299.99999999972715
1,2022-10-25 09:43:01,2022-10-25 09:43:00,2022-10-25 09:43:00,101.21,101.845,101.31,2022-10-25 09:55:03,2022-10-25 09:55:00,2022-10-25 09:55:00,101.215,101.835,101.31,0.005000000000009663,0.010000000000005116,0.0,800.0000000006935
2,2022-10-25 09:45:27,2022-10-25 09:45:00,2022-10-25 09:45:00,101.21,101.845,101.31,2022-10-25 09:56:02,2022-10-25 09:56:02,2022-10-25 09:56:01,101.215,101.835,101.315,0.005000000000009663,0.010000000000005116,0.0049999999999954525,900.0000000006025
3,2022-10-25 09:46:03,2022-10-25 09:46:00,2022-10-25 09:46:00,101.21,101.845,101.31,2022-10-25 09:57:04,2022-10-25 09:57:01,2022-10-25 09:57:00,101.215,101.84,101.32,0.005000000000009663,0.0049999999999954525,0.009999999999990905,699.9999999999318
4,2022-10-25 09:47:02,2022-10-25 09:47:00,2022-10-25 09:47:00,101.21,101.845,101.305,2022-10-25 10:01:01,2022-10-25 10:01:01,2022-10-25 10:01:01,101.215,101.84,101.315,0.005000000000009663,0.0049999999999954525,0.009999999999990905,699.9999999999318
5,2022-10-25 09:48:03,2022-10-25 09:48:00,2022-10-25 09:48:00,101.21,101.8475,101.305,2022-10-25 10:04:01,2022-10-25 10:04:00,2022-10-25 10:04:00,101.21,101.835,101.32,0.0,0.012500000000002842,0.014999999999986358,1049.9999999998977
6,2022-10-25 09:49:00,2022-10-25 09:49:00,2022-10-25 09:49:00,101.21,101.85,101.31,2022-10-25 10:05:00,2022-10-25 10:05:03,2022-10-25 10:05:01,101.21,101.835,101.315,0.0,0.015000000000000568,0.0049999999999954525,999.9999999999432
7,2022-10-25 09:50:02,2022-10-25 09:50:00,2022-10-25 09:50:00,101.21,101.845,101.305,2022-10-25 10:06:02,2022-10-25 10:06:00,2022-10-25 10:06:03,101.21,101.835,101.315,0.0,0.010000000000005116,0.009999999999990905,800.000000000125
8,2022-10-25 09:51:03,2022-10-25 09:51:02,2022-10-25 09:51:00,101.21,101.85,101.305,2022-10-25 10:07:02,2022-10-25 10:07:00,2022-10-25 10:07:00,101.21,101.835,101.315,0.0,0.015000000000000568,0.009999999999990905,1099.9999999998522
9,2022-10-25 09:52:03,2022-10-25 09:52:00,2022-10-25 09:52:00,101.21,101.85,101.3,2022-10-25 10:08:00,2022-10-25 10:08:01,2022-10-25 10:08:01,101.21,101.835,101.32,0.0,0.015000000000000568,0.01999999999999602,1299.9999999999545
10,2022-10-25 10:14:00,2022-10-25 10:14:00,2022-10-25 10:14:00,101.205,101.845,101.315,2022-10-25 10:19:02,2022-10-25 10:19:00,2022-10-25 10:19:00,101.205,101.825,101.305,0.0,0.01999999999999602,-0.009999999999990905,999.9999999999432
11,2022-10-25 10:15:04,2022-10-25 10:15:03,2022-10-25 10:15:00,101.205,101.84,101.305,2022-10-25 10:20:02,2022-10-25 10:20:02,2022-10-25 10:20:01,101.205,101.83,101.31,0.0,0.010000000000005116,0.0049999999999954525,700.000000000216
12,2022-10-25 10:16:08,2022-10-25 10:16:03,2022-10-25 10:16:00,101.205,101.84,101.305,2022-10-25 10:32:00,2022-10-25 10:32:00,2022-10-25 10:32:00,101.215,101.85,101.34,0.010000000000005116,-0.009999999999990905,0.03499999999999659,500.0000000006821
13,2022-10-25 10:23:00,2022-10-25 10:23:01,2022-10-25 10:23:00,101.2,101.84,101.305,2022-10-25 10:42:03,2022-10-25 10:42:00,2022-10-25 10:42:00,101.23,101.875,101.37,0.030000000000001137,-0.03499999999999659,0.06499999999999773,400.00000000020464
14,2022-10-25 10:28:00,2022-10-25 10:28:00,2022-10-25 10:28:00,101.21,101.855,101.33,2022-10-25 10:43:00,2022-10-25 10:43:00,2022-10-25 10:43:00,101.235,101.88,101.375,0.025000000000005684,-0.024999999999991473,0.045000000000001705,400.00000000077307
