,time,last,ask,bid,volume,amt,ask1,bid1,asize1,bsize1,ts_date,ts_lag
17,2022-10-14 09:30:08.600,101.13,101.135,101.125,486,491556550,,,15,22,2022-10-14 09:30:08.600,0
18,2022-10-14 09:30:09.100,101.135,101.135,101.13,497,502681400,,,6,10,2022-10-14 09:30:09.100,0
19,2022-10-14 09:30:09.600,101.135,101.135,101.13,498,503692750,,,1,19,2022-10-14 09:30:09.600,0
20,2022-10-14 09:30:10.100,101.14,101.14,101.135,508,513806200,,,19,1,2022-10-14 09:30:10.100,0
21,2022-10-14 09:30:10.600,101.135,101.14,101.135,520,525942500,,,12,1,2022-10-14 09:30:10.600,0
22,2022-10-14 09:30:11.100,101.14,101.14,101.13,538,544147200,,,6,29,2022-10-14 09:30:11.100,0
23,2022-10-14 09:30:11.600,101.135,101.14,101.13,539,545158550,,,9,18,2022-10-14 09:30:11.600,0
24,2022-10-14 09:30:12.100,101.135,101.14,101.13,544,550215450,,,6,16,2022-10-14 09:30:12.100,0
25,2022-10-14 09:30:12.600,101.135,101.135,101.13,544,550215450,,,2,16,2022-10-14 09:30:12.600,0
26,2022-10-14 09:30:13.100,101.14,101.14,101.13,556,562351950,,,19,15,2022-10-14 09:30:13.100,0
27,2022-10-14 09:30:13.600,101.135,101.14,101.13,557,563363300,,,23,15,2022-10-14 09:30:13.600,0
28,2022-10-14 09:30:14.100,101.13,101.14,101.135,562,568420150,,,24,1,2022-10-14 09:30:14.100,0
29,2022-10-14 09:30:14.600,101.13,101.135,101.13,567,573476650,,,2,22,2022-10-14 09:30:14.600,0
30,2022-10-14 09:30:15.100,101.14,101.14,101.13,584,590669750,,,18,10,2022-10-14 09:30:15.100,0
31,2022-10-14 09:30:15.600,101.13,101.135,101.13,590,596737550,,,1,10,2022-10-14 09:30:15.600,0
32,2022-10-14 09:30:16.100,101.135,101.14,101.13,597,603817200,,,25,11,2022-10-14 09:30:16.100,0
33,2022-10-14 09:30:16.600,101.135,101.135,101.13,597,603817200,,,2,12,2022-10-14 09:30:16.600,0
34,2022-10-14 09:30:17.100,101.135,101.14,101.13,603,609885250,,,36,12,2022-10-14 09:30:17.100,0
35,2022-10-14 09:30:17.600,101.13,101.14,101.13,605,611907850,,,26,12,2022-10-14 09:30:17.600,0
36,2022-10-14 09:30:18.100,101.14,101.14,101.13,615,622021500,,,13,12,2022-10-14 09:30:18.100,0
37,2022-10-14 09:30:18.600,101.135,101.14,101.135,616,623032850,,,16,4,2022-10-14 09:30:18.600,0
38,2022-10-14 09:30:19.100,101.14,101.14,101.135,635,642248300,,,15,1,2022-10-14 09:30:19.100,0
39,2022-10-14 09:30:19.600,101.135,101.135,101.13,638,645282350,,,8,30,2022-10-14 09:30:19.600,0
40,2022-10-14 09:30:20.100,101.135,101.135,101.13,645,652361800,,,4,18,2022-10-14 09:30:20.100,0
41,2022-10-14 09:30:20.600,101.13,101.13,101.125,673,680678300,,,12,50,2022-10-14 09:30:20.600,0
42,2022-10-14 09:30:21.100,101.13,101.13,101.125,685,692813900,,,2,25,2022-10-14 09:30:21.100,0
43,2022-10-14 09:30:21.600,101.135,101.135,101.13,698,705961300,,,16,11,2022-10-14 09:30:21.600,0
44,2022-10-14 09:30:22.100,101.13,101.135,101.13,703,711017950,,,4,11,2022-10-14 09:30:22.100,0
45,2022-10-14 09:30:22.600,101.135,101.14,101.135,707,715063350,,,20,3,2022-10-14 09:30:22.600,0
46,2022-10-14 09:30:23.100,101.14,101.14,101.135,722,730234200,,,1,1,2022-10-14 09:30:23.100,0
47,2022-10-14 09:30:23.600,101.135,101.14,101.135,723,731245550,,,3,12,2022-10-14 09:30:23.600,0
48,2022-10-14 09:30:24.100,101.14,101.14,101.135,737,745404550,,,11,2,2022-10-14 09:30:24.100,0
49,2022-10-14 09:30:24.600,101.135,101.14,101.135,739,747427250,,,18,1,2022-10-14 09:30:24.600,0
50,2022-10-14 09:30:25.100,101.14,101.14,101.135,744,752484200,,,17,1,2022-10-14 09:30:25.100,0
51,2022-10-14 09:30:25.600,101.135,101.135,101.13,746,754506900,,,49,31,2022-10-14 09:30:25.600,0
52,2022-10-14 09:30:26.100,101.135,101.135,101.13,750,758552200,,,50,18,2022-10-14 09:30:26.100,0
53,2022-10-14 09:30:26.600,101.135,101.135,101.13,757,765631350,,,57,11,2022-10-14 09:30:26.600,0
54,2022-10-14 09:30:27.100,101.135,101.135,101.13,760,768665350,,,61,8,2022-10-14 09:30:27.100,0
55,2022-10-14 09:30:27.600,101.13,101.13,101.125,769,777767050,,,1,57,2022-10-14 09:30:27.600,0
56,2022-10-14 09:30:28.100,101.135,101.135,101.13,773,781812300,,,75,1,2022-10-14 09:30:28.100,0
57,2022-10-14 09:30:28.600,101.13,101.13,101.125,774,782823600,,,1,47,2022-10-14 09:30:28.600,0
58,2022-10-14 09:30:29.100,101.135,101.135,101.13,783,791925700,,,76,13,2022-10-14 09:30:29.100,0
59,2022-10-14 09:30:29.600,101.13,101.135,101.13,784,792937000,,,56,15,2022-10-14 09:30:29.600,0
60,2022-10-14 09:30:30.100,101.135,101.135,101.13,786,794959700,,,55,13,2022-10-14 09:30:30.100,0
61,2022-10-14 09:30:30.600,101.135,101.135,101.13,791,800016400,,,47,14,2022-10-14 09:30:30.600,0
62,2022-10-14 09:30:31.100,101.135,101.135,101.13,796,805073150,,,33,15,2022-10-14 09:30:31.100,0
63,2022-10-14 09:30:31.600,101.13,101.14,101.13,838,847549350,,,24,31,2022-10-14 09:30:31.600,0
