,open_tf_time,open_t_time,wind_tf_p,wind_t_p,close_tf_time,close_t_time,unwind_tf_p,unwind_t_p,diff_tf,diff_t,sum
0,2022-10-25 09:40:00,2022-10-25 09:40:01,101.83,-101.305,2022-10-25 10:05:03,2022-10-25 10:05:01,-101.84,101.315,0.010000000000005116,-0.009999999999990905,1.4210854715202004e-14
1,2022-10-25 09:41:00,2022-10-25 09:41:00,101.835,-101.32,2022-10-25 10:05:03,2022-10-25 10:05:01,-101.84,101.315,0.005000000000009663,0.0049999999999954525,0.010000000000005116
2,2022-10-25 09:42:00,2022-10-25 09:42:00,101.84,-101.32,2022-10-25 10:05:03,2022-10-25 10:05:01,-101.84,101.315,0.0,0.0049999999999954525,0.0049999999999954525
3,2022-10-25 09:43:00,2022-10-25 09:43:00,101.84,-101.32,2022-10-25 10:05:03,2022-10-25 10:05:01,-101.84,101.315,0.0,0.0049999999999954525,0.0049999999999954525
4,2022-10-25 09:44:00,2022-10-25 09:44:00,101.84,-101.315,2022-10-25 10:05:03,2022-10-25 10:05:01,-101.84,101.315,0.0,0.0,0.0
5,2022-10-25 09:45:00,2022-10-25 09:45:00,101.84,-101.32,2022-10-25 10:05:03,2022-10-25 10:05:01,-101.84,101.315,0.0,0.0049999999999954525,0.0049999999999954525
6,2022-10-25 09:46:00,2022-10-25 09:46:00,101.84,-101.315,2022-10-25 10:05:03,2022-10-25 10:05:01,-101.84,101.315,0.0,0.0,0.0
7,2022-10-25 09:48:00,2022-10-25 09:48:00,-101.845,101.305,2022-10-25 10:05:03,2022-10-25 10:05:01,101.835,-101.32,0.010000000000005116,0.014999999999986358,0.024999999999991473
8,2022-10-25 09:49:00,2022-10-25 09:49:00,-101.85,101.315,2022-10-25 10:05:03,2022-10-25 10:05:01,101.835,-101.32,0.015000000000000568,0.0049999999999954525,0.01999999999999602
9,2022-10-25 09:50:00,2022-10-25 09:50:00,-101.845,101.305,2022-10-25 10:05:03,2022-10-25 10:05:01,101.835,-101.32,0.010000000000005116,0.014999999999986358,0.024999999999991473
10,2022-10-25 09:51:02,2022-10-25 09:51:00,-101.85,101.305,2022-10-25 10:05:03,2022-10-25 10:05:01,101.835,-101.32,0.015000000000000568,0.014999999999986358,0.029999999999986926
11,2022-10-25 09:52:00,2022-10-25 09:52:00,-101.845,101.305,2022-10-25 10:05:03,2022-10-25 10:05:01,101.835,-101.32,0.010000000000005116,0.014999999999986358,0.024999999999991473
12,2022-10-25 09:53:00,2022-10-25 09:53:00,-101.845,101.295,2022-10-25 10:05:03,2022-10-25 10:05:01,101.835,-101.32,0.010000000000005116,0.024999999999991473,0.03499999999999659
13,2022-10-25 09:54:00,2022-10-25 09:54:00,-101.84,101.3,2022-10-25 10:05:03,2022-10-25 10:05:01,101.835,-101.32,0.005000000000009663,0.01999999999999602,0.025000000000005684
14,2022-10-25 09:55:00,2022-10-25 09:55:00,-101.84,101.305,2022-10-25 10:05:03,2022-10-25 10:05:01,101.835,-101.32,0.005000000000009663,0.014999999999986358,0.01999999999999602
15,2022-10-25 09:58:04,2022-10-25 09:58:01,101.84,-101.32,2022-10-25 10:05:03,2022-10-25 10:05:01,-101.84,101.315,0.0,0.0049999999999954525,0.0049999999999954525
16,2022-10-25 09:59:00,2022-10-25 09:59:00,101.84,-101.315,2022-10-25 10:05:03,2022-10-25 10:05:01,-101.84,101.315,0.0,0.0,0.0
17,2022-10-25 10:00:03,2022-10-25 10:00:00,101.84,-101.315,2022-10-25 10:05:03,2022-10-25 10:05:01,-101.84,101.315,0.0,0.0,0.0
18,2022-10-25 10:01:01,2022-10-25 10:01:01,101.84,-101.315,2022-10-25 10:05:03,2022-10-25 10:05:01,-101.84,101.315,0.0,0.0,0.0
19,2022-10-25 10:04:00,2022-10-25 10:04:00,-101.845,101.315,2022-10-25 10:05:03,2022-10-25 10:05:01,101.835,-101.32,0.010000000000005116,0.0049999999999954525,0.015000000000000568
20,2022-10-25 10:07:00,2022-10-25 10:07:00,101.835,-101.315,2022-10-25 10:14:00,2022-10-25 10:14:00,-101.845,101.315,0.010000000000005116,0.0,0.010000000000005116
21,2022-10-25 10:08:01,2022-10-25 10:08:01,101.835,-101.315,2022-10-25 10:14:00,2022-10-25 10:14:00,-101.845,101.315,0.010000000000005116,0.0,0.010000000000005116
22,2022-10-25 10:09:00,2022-10-25 10:09:00,101.84,-101.325,2022-10-25 10:14:00,2022-10-25 10:14:00,-101.845,101.315,0.0049999999999954525,0.010000000000005116,0.015000000000000568
23,2022-10-25 10:10:00,2022-10-25 10:10:00,101.84,-101.325,2022-10-25 10:14:00,2022-10-25 10:14:00,-101.845,101.315,0.0049999999999954525,0.010000000000005116,0.015000000000000568
24,2022-10-25 10:11:03,2022-10-25 10:11:00,101.84,-101.32,2022-10-25 10:14:00,2022-10-25 10:14:00,-101.845,101.315,0.0049999999999954525,0.0049999999999954525,0.009999999999990905
25,2022-10-25 10:12:03,2022-10-25 10:12:02,101.84,-101.32,2022-10-25 10:14:00,2022-10-25 10:14:00,-101.845,101.315,0.0049999999999954525,0.0049999999999954525,0.009999999999990905
26,2022-10-25 10:16:03,2022-10-25 10:16:00,-101.84,101.305,2022-10-25 10:21:00,2022-10-25 10:21:19,101.83,-101.31,0.010000000000005116,0.0049999999999954525,0.015000000000000568
27,2022-10-25 10:17:00,2022-10-25 10:17:00,-101.84,101.305,2022-10-25 10:21:00,2022-10-25 10:21:19,101.83,-101.31,0.010000000000005116,0.0049999999999954525,0.015000000000000568
28,2022-10-25 10:18:03,2022-10-25 10:18:06,-101.835,101.305,2022-10-25 10:21:00,2022-10-25 10:21:19,101.83,-101.31,0.0049999999999954525,0.0049999999999954525,0.009999999999990905
29,2022-10-25 10:19:00,2022-10-25 10:19:00,-101.83,101.3,2022-10-25 10:21:00,2022-10-25 10:21:19,101.83,-101.31,0.0,0.010000000000005116,0.010000000000005116
30,2022-10-25 10:20:02,2022-10-25 10:20:01,-101.835,101.3,2022-10-25 10:21:00,2022-10-25 10:21:19,101.83,-101.31,0.0049999999999954525,0.010000000000005116,0.015000000000000568
31,2022-10-25 10:23:01,2022-10-25 10:23:00,101.835,-101.31,2022-10-25 10:28:00,2022-10-25 10:28:00,-101.855,101.33,0.020000000000010232,-0.01999999999999602,1.4210854715202004e-14
32,2022-10-25 10:30:00,2022-10-25 10:30:00,101.85,-101.335,2022-10-25 10:49:01,2022-10-25 10:49:03,-101.875,101.355,0.025000000000005684,-0.020000000000010232,0.0049999999999954525
33,2022-10-25 10:31:01,2022-10-25 10:31:00,101.855,-101.3425,2022-10-25 10:49:01,2022-10-25 10:49:03,-101.875,101.355,0.01999999999999602,-0.012500000000002842,0.007499999999993179
34,2022-10-25 10:32:00,2022-10-25 10:32:00,101.85,-101.3375,2022-10-25 10:49:01,2022-10-25 10:49:03,-101.875,101.355,0.025000000000005684,-0.017499999999998295,0.00750000000000739
