,time,last,ask,bid,volume,amt,ask1,bid1,asize1,bsize1,ts_date,ts_lag
23,2022-10-14 09:30:11.600,101.725,101.73,101.725,268,272640450,,,14,10,2022-10-14 09:30:11.600,0
24,2022-10-14 09:30:12.100,101.725,101.73,101.72,278,282812950,,,17,20,2022-10-14 09:30:12.100,0
25,2022-10-14 09:30:12.600,101.725,101.73,101.725,282,286881950,,,18,3,2022-10-14 09:30:12.600,0
26,2022-10-14 09:30:13.100,101.72,101.725,101.72,287,291968100,,,3,19,2022-10-14 09:30:13.100,0
27,2022-10-14 09:30:13.600,101.72,101.72,101.715,293,298071500,,,17,18,2022-10-14 09:30:13.600,0
28,2022-10-14 09:30:14.100,101.72,101.725,101.72,317,322484300,,,17,11,2022-10-14 09:30:14.100,0
29,2022-10-14 09:30:14.600,101.725,101.73,101.725,323,328587800,,,42,4,2022-10-14 09:30:14.600,0
30,2022-10-14 09:30:15.100,101.725,101.73,101.72,331,336725800,,,18,27,2022-10-14 09:30:15.100,0
31,2022-10-14 09:30:15.600,101.725,101.73,101.72,340,345880650,,,18,7,2022-10-14 09:30:15.600,0
32,2022-10-14 09:30:16.100,101.725,101.725,101.72,340,345880650,,,2,7,2022-10-14 09:30:16.100,0
33,2022-10-14 09:30:16.600,101.725,101.725,101.72,340,345880650,,,6,7,2022-10-14 09:30:16.600,0
34,2022-10-14 09:30:17.100,101.725,101.725,101.72,340,345880650,,,8,7,2022-10-14 09:30:17.100,0
35,2022-10-14 09:30:17.600,101.725,101.73,101.725,352,358087650,,,37,3,2022-10-14 09:30:17.600,0
36,2022-10-14 09:30:18.100,101.72,101.73,101.72,356,362156600,,,24,21,2022-10-14 09:30:18.100,0
37,2022-10-14 09:30:18.600,101.72,101.73,101.72,361,367242600,,,22,2,2022-10-14 09:30:18.600,0
38,2022-10-14 09:30:19.100,101.72,101.725,101.72,365,371311400,,,1,14,2022-10-14 09:30:19.100,0
39,2022-10-14 09:30:19.600,101.72,101.725,101.72,365,371311400,,,3,17,2022-10-14 09:30:19.600,0
40,2022-10-14 09:30:20.100,101.72,101.725,101.72,365,371311400,,,6,17,2022-10-14 09:30:20.100,0
41,2022-10-14 09:30:20.600,101.725,101.725,101.72,366,372328650,,,5,17,2022-10-14 09:30:20.600,0
42,2022-10-14 09:30:21.100,101.725,101.725,101.72,366,372328650,,,5,15,2022-10-14 09:30:21.100,0
43,2022-10-14 09:30:21.600,101.725,101.725,101.72,369,375380400,,,3,15,2022-10-14 09:30:21.600,0
44,2022-10-14 09:30:22.100,101.725,101.73,101.725,376,382501150,,,38,8,2022-10-14 09:30:22.100,0
45,2022-10-14 09:30:22.600,101.73,101.73,101.72,391,397760150,,,23,34,2022-10-14 09:30:22.600,0
46,2022-10-14 09:30:23.100,101.73,101.73,101.725,391,397760150,,,24,1,2022-10-14 09:30:23.100,0
47,2022-10-14 09:30:23.600,101.725,101.725,101.72,393,399794650,,,17,34,2022-10-14 09:30:23.600,0
48,2022-10-14 09:30:24.100,101.725,101.725,101.72,393,399794650,,,23,19,2022-10-14 09:30:24.100,0
49,2022-10-14 09:30:24.600,101.725,101.725,101.72,393,399794650,,,25,15,2022-10-14 09:30:24.600,0
50,2022-10-14 09:30:25.600,101.725,101.725,101.72,398,404880900,,,20,17,2022-10-14 09:30:25.600,1
51,2022-10-14 09:30:26.100,101.72,101.72,101.715,415,422173300,,,3,33,2022-10-14 09:30:26.100,0
52,2022-10-14 09:30:26.600,101.72,101.72,101.715,418,425224900,,,6,10,2022-10-14 09:30:26.600,0
53,2022-10-14 09:30:27.100,101.72,101.725,101.72,431,438448250,,,33,7,2022-10-14 09:30:27.100,0
54,2022-10-14 09:30:27.600,101.72,101.72,101.715,438,445568650,,,3,28,2022-10-14 09:30:27.600,0
55,2022-10-14 09:30:28.100,101.72,101.72,101.715,438,445568650,,,4,13,2022-10-14 09:30:28.100,0
56,2022-10-14 09:30:28.600,101.72,101.72,101.715,438,445568650,,,6,13,2022-10-14 09:30:28.600,0
57,2022-10-14 09:30:29.600,101.72,101.72,101.715,438,445568650,,,6,15,2022-10-14 09:30:29.600,1
58,2022-10-14 09:30:30.100,101.72,101.72,101.715,444,451671850,,,1,15,2022-10-14 09:30:30.100,0
59,2022-10-14 09:30:30.600,101.72,101.725,101.72,447,454723450,,,65,2,2022-10-14 09:30:30.600,0
60,2022-10-14 09:30:31.100,101.72,101.725,101.715,450,457775050,,,40,49,2022-10-14 09:30:31.100,0
61,2022-10-14 09:30:31.600,101.72,101.725,101.72,450,457775050,,,45,7,2022-10-14 09:30:31.600,0
62,2022-10-14 09:30:32.100,101.72,101.725,101.72,450,457775050,,,45,5,2022-10-14 09:30:32.100,0
63,2022-10-14 09:30:32.600,101.72,101.72,101.715,466,474051000,,,19,58,2022-10-14 09:30:32.600,0
64,2022-10-14 09:30:33.100,101.72,101.72,101.715,484,492360600,,,5,32,2022-10-14 09:30:33.100,0
65,2022-10-14 09:30:33.600,101.72,101.72,101.715,486,494395000,,,5,37,2022-10-14 09:30:33.600,0
66,2022-10-14 09:30:34.100,101.72,101.72,101.715,486,494395000,,,9,37,2022-10-14 09:30:34.100,0
67,2022-10-14 09:30:34.600,101.72,101.72,101.715,486,494395000,,,6,37,2022-10-14 09:30:34.600,0
68,2022-10-14 09:30:35.100,101.72,101.72,101.715,486,494395000,,,13,37,2022-10-14 09:30:35.100,0
69,2022-10-14 09:30:35.600,101.72,101.72,101.715,486,494395000,,,16,16,2022-10-14 09:30:35.600,0
70,2022-10-14 09:30:37.100,101.72,101.72,101.715,501,509653000,,,7,16,2022-10-14 09:30:37.100,1
71,2022-10-14 09:30:37.600,101.715,101.72,101.715,520,528978850,,,24,6,2022-10-14 09:30:37.600,0
72,2022-10-14 09:30:38.100,101.715,101.715,101.71,528,537116050,,,21,39,2022-10-14 09:30:38.100,0
73,2022-10-14 09:30:38.600,101.715,101.715,101.71,529,538133200,,,26,14,2022-10-14 09:30:38.600,0
74,2022-10-14 09:30:39.100,101.71,101.715,101.71,530,539150300,,,29,10,2022-10-14 09:30:39.100,0
75,2022-10-14 09:30:39.600,101.715,101.715,101.71,531,540167450,,,28,10,2022-10-14 09:30:39.600,0
76,2022-10-14 09:30:40.100,101.71,101.715,101.71,537,546270050,,,32,4,2022-10-14 09:30:40.100,0
77,2022-10-14 09:30:40.600,101.71,101.715,101.71,544,553389750,,,32,4,2022-10-14 09:30:40.600,0
78,2022-10-14 09:30:41.100,101.71,101.715,101.71,544,553389750,,,32,2,2022-10-14 09:30:41.100,0
79,2022-10-14 09:30:41.600,101.71,101.715,101.705,546,555423950,,,32,24,2022-10-14 09:30:41.600,0
80,2022-10-14 09:30:42.100,101.715,101.715,101.71,563,572715400,,,20,16,2022-10-14 09:30:42.100,0
81,2022-10-14 09:30:42.600,101.715,101.715,101.71,563,572715400,,,14,20,2022-10-14 09:30:42.600,0
82,2022-10-14 09:30:43.100,101.715,101.715,101.71,563,572715400,,,11,40,2022-10-14 09:30:43.100,0
83,2022-10-14 09:30:43.600,101.715,101.72,101.715,574,583904050,,,55,16,2022-10-14 09:30:43.600,0
84,2022-10-14 09:30:44.100,101.715,101.72,101.715,574,583904050,,,30,18,2022-10-14 09:30:44.100,0
85,2022-10-14 09:30:44.600,101.715,101.72,101.71,576,585938350,,,31,69,2022-10-14 09:30:44.600,0
86,2022-10-14 09:30:45.100,101.71,101.715,101.71,582,592041000,,,7,38,2022-10-14 09:30:45.100,0
87,2022-10-14 09:30:46.100,101.715,101.715,101.71,601,611366850,,,6,41,2022-10-14 09:30:46.100,1
88,2022-10-14 09:30:46.600,101.715,101.715,101.71,603,613401150,,,5,41,2022-10-14 09:30:46.600,0
89,2022-10-14 09:30:47.100,101.715,101.72,101.715,611,621538350,,,56,26,2022-10-14 09:30:47.100,0
90,2022-10-14 09:30:47.600,101.72,101.72,101.715,612,622555550,,,29,27,2022-10-14 09:30:47.600,0
91,2022-10-14 09:30:48.100,101.72,101.72,101.715,612,622555550,,,27,30,2022-10-14 09:30:48.100,0
92,2022-10-14 09:30:48.600,101.72,101.72,101.715,613,623572750,,,23,33,2022-10-14 09:30:48.600,0
93,2022-10-14 09:30:50.100,101.72,101.72,101.715,613,623572750,,,22,36,2022-10-14 09:30:50.100,1
94,2022-10-14 09:30:50.600,101.72,101.725,101.72,636,646968350,,,58,5,2022-10-14 09:30:50.600,0
95,2022-10-14 09:30:51.100,101.72,101.725,101.72,638,649002750,,,32,7,2022-10-14 09:30:51.100,0
96,2022-10-14 09:30:51.600,101.72,101.725,101.72,638,649002750,,,32,6,2022-10-14 09:30:51.600,0
97,2022-10-14 09:30:52.100,101.72,101.72,101.715,658,669347500,,,15,53,2022-10-14 09:30:52.100,0
98,2022-10-14 09:30:52.600,101.72,101.725,101.72,674,685622700,,,32,8,2022-10-14 09:30:52.600,0
99,2022-10-14 09:30:53.100,101.72,101.725,101.72,675,686639900,,,31,8,2022-10-14 09:30:53.100,0
100,2022-10-14 09:30:53.600,101.72,101.725,101.72,675,686639900,,,28,8,2022-10-14 09:30:53.600,0
101,2022-10-14 09:30:54.600,101.725,101.725,101.72,676,687657150,,,27,8,2022-10-14 09:30:54.600,1
102,2022-10-14 09:30:55.600,101.725,101.73,101.725,697,709019400,,,78,8,2022-10-14 09:30:55.600,1
103,2022-10-14 09:30:56.100,101.725,101.73,101.725,703,715122900,,,50,2,2022-10-14 09:30:56.100,0
104,2022-10-14 09:30:56.600,101.725,101.73,101.725,703,715122900,,,56,4,2022-10-14 09:30:56.600,0
105,2022-10-14 09:30:57.100,101.73,101.73,101.725,718,730382400,,,41,2,2022-10-14 09:30:57.100,0
106,2022-10-14 09:30:57.600,101.725,101.73,101.725,724,736485900,,,29,20,2022-10-14 09:30:57.600,0
107,2022-10-14 09:30:58.100,101.725,101.73,101.725,724,736485900,,,26,33,2022-10-14 09:30:58.100,0
108,2022-10-14 09:30:58.600,101.73,101.735,101.725,750,762935700,,,27,33,2022-10-14 09:30:58.600,0
109,2022-10-14 09:30:59.100,101.73,101.735,101.73,750,762935700,,,22,6,2022-10-14 09:30:59.100,0
110,2022-10-14 09:30:59.600,101.73,101.73,101.725,752,764970300,,,6,61,2022-10-14 09:30:59.600,0
111,2022-10-14 09:31:00.100,101.73,101.735,101.73,789,802609450,,,62,133,2022-10-14 09:31:00.100,0
112,2022-10-14 09:31:00.600,101.73,101.735,101.73,791,804644050,,,36,132,2022-10-14 09:31:00.600,0
113,2022-10-14 09:31:01.100,101.735,101.735,101.73,792,805661400,,,28,132,2022-10-14 09:31:01.100,0
114,2022-10-14 09:31:01.600,101.74,101.745,101.735,851,865686550,,,39,32,2022-10-14 09:31:01.600,0
115,2022-10-14 09:31:02.100,101.735,101.74,101.735,861,875860200,,,1,62,2022-10-14 09:31:02.100,0
116,2022-10-14 09:31:02.600,101.74,101.745,101.74,871,886034200,,,7,14,2022-10-14 09:31:02.600,0
117,2022-10-14 09:31:03.100,101.74,101.745,101.74,902,917573600,,,29,3,2022-10-14 09:31:03.100,0
118,2022-10-14 09:31:03.600,101.74,101.745,101.74,906,921643200,,,29,2,2022-10-14 09:31:03.600,0
119,2022-10-14 09:31:04.100,101.74,101.74,101.735,908,923678000,,,11,78,2022-10-14 09:31:04.100,0
120,2022-10-14 09:31:04.600,101.74,101.74,101.735,920,935886800,,,9,68,2022-10-14 09:31:04.600,0
121,2022-10-14 09:31:05.100,101.74,101.745,101.74,922,937921600,,,47,11,2022-10-14 09:31:05.100,0
122,2022-10-14 09:31:05.600,101.74,101.745,101.74,922,937921600,,,33,14,2022-10-14 09:31:05.600,0
123,2022-10-14 09:31:06.100,101.74,101.745,101.74,922,937921600,,,31,19,2022-10-14 09:31:06.100,0
124,2022-10-14 09:31:06.600,101.74,101.745,101.74,922,937921600,,,29,19,2022-10-14 09:31:06.600,0
125,2022-10-14 09:31:07.100,101.745,101.745,101.74,937,953183350,,,14,33,2022-10-14 09:31:07.100,0
126,2022-10-14 09:31:07.600,101.74,101.745,101.74,979,995915600,,,1,28,2022-10-14 09:31:07.600,0
127,2022-10-14 09:31:08.100,101.745,101.745,101.74,980,996933050,,,1,27,2022-10-14 09:31:08.100,0
128,2022-10-14 09:31:08.600,101.745,101.745,101.74,980,996933050,,,7,27,2022-10-14 09:31:08.600,0
129,2022-10-14 09:31:09.100,101.745,101.745,101.74,980,996933050,,,22,23,2022-10-14 09:31:09.100,0
130,2022-10-14 09:31:09.600,101.74,101.74,101.735,1003,1020333250,,,8,90,2022-10-14 09:31:09.600,0
131,2022-10-14 09:31:10.100,101.74,101.74,101.735,1012,1029489850,,,11,65,2022-10-14 09:31:10.100,0
132,2022-10-14 09:31:10.600,101.74,101.74,101.735,1012,1029489850,,,15,65,2022-10-14 09:31:10.600,0
133,2022-10-14 09:31:11.100,101.74,101.74,101.735,1012,1029489850,,,17,65,2022-10-14 09:31:11.100,0
134,2022-10-14 09:31:11.600,101.74,101.74,101.735,1016,1033559450,,,7,65,2022-10-14 09:31:11.600,0
135,2022-10-14 09:31:12.100,101.74,101.745,101.735,1028,1045768000,,,52,60,2022-10-14 09:31:12.100,0
136,2022-10-14 09:31:12.600,101.74,101.74,101.735,1028,1045768000,,,10,60,2022-10-14 09:31:12.600,0
137,2022-10-14 09:31:13.100,101.74,101.74,101.735,1037,1054924600,,,2,60,2022-10-14 09:31:13.100,0
138,2022-10-14 09:31:13.600,101.74,101.74,101.735,1037,1054924600,,,10,60,2022-10-14 09:31:13.600,0
139,2022-10-14 09:31:14.100,101.74,101.74,101.735,1037,1054924600,,,25,54,2022-10-14 09:31:14.100,0
140,2022-10-14 09:31:14.600,101.74,101.74,101.735,1037,1054924600,,,26,56,2022-10-14 09:31:14.600,0
141,2022-10-14 09:31:15.100,101.74,101.74,101.735,1037,1054924600,,,26,54,2022-10-14 09:31:15.100,0
142,2022-10-14 09:31:16.100,101.74,101.745,101.74,1080,1098672800,,,52,8,2022-10-14 09:31:16.100,1
143,2022-10-14 09:31:16.600,101.74,101.74,101.735,1088,1106812000,,,3,87,2022-10-14 09:31:16.600,0
144,2022-10-14 09:31:17.100,101.74,101.745,101.74,1091,1109864200,,,42,2,2022-10-14 09:31:17.100,0
145,2022-10-14 09:31:17.600,101.74,101.74,101.735,1093,1111899000,,,6,88,2022-10-14 09:31:17.600,0
146,2022-10-14 09:31:18.100,101.735,101.74,101.735,1095,1113933700,,,8,58,2022-10-14 09:31:18.100,0
147,2022-10-14 09:31:18.600,101.735,101.74,101.735,1095,1113933700,,,16,52,2022-10-14 09:31:18.600,0
148,2022-10-14 09:31:19.600,101.735,101.74,101.735,1095,1113933700,,,16,50,2022-10-14 09:31:19.600,1
149,2022-10-14 09:31:20.100,101.735,101.74,101.735,1095,1113933700,,,17,50,2022-10-14 09:31:20.100,0
150,2022-10-14 09:31:21.600,101.735,101.74,101.735,1114,1133263350,,,18,31,2022-10-14 09:31:21.600,1
151,2022-10-14 09:31:22.100,101.735,101.74,101.735,1133,1152593000,,,32,11,2022-10-14 09:31:22.100,0
152,2022-10-14 09:31:22.600,101.74,101.74,101.73,1197,1217704300,,,16,65,2022-10-14 09:31:22.600,0
153,2022-10-14 09:31:23.100,101.74,101.735,101.73,1197,1217704300,,,1,45,2022-10-14 09:31:23.100,0
154,2022-10-14 09:31:23.600,101.735,101.74,101.735,1198,1218721650,,,32,5,2022-10-14 09:31:23.600,0
155,2022-10-14 09:31:24.100,101.735,101.74,101.735,1207,1227877800,,,26,5,2022-10-14 09:31:24.100,0
156,2022-10-14 09:31:24.600,101.735,101.74,101.735,1207,1227877800,,,27,14,2022-10-14 09:31:24.600,0
157,2022-10-14 09:31:25.100,101.735,101.74,101.735,1212,1232964550,,,24,29,2022-10-14 09:31:25.100,0
158,2022-10-14 09:31:25.600,101.735,101.74,101.735,1213,1233981900,,,24,28,2022-10-14 09:31:25.600,0
159,2022-10-14 09:31:27.600,101.74,101.74,101.735,1228,1249242900,,,9,30,2022-10-14 09:31:27.600,2
160,2022-10-14 09:31:28.100,101.735,101.74,101.735,1233,1254329650,,,3,26,2022-10-14 09:31:28.100,0
161,2022-10-14 09:31:28.600,101.74,101.745,101.74,1248,1269590650,,,77,17,2022-10-14 09:31:28.600,0
162,2022-10-14 09:31:29.100,101.74,101.745,101.74,1254,1275695050,,,51,12,2022-10-14 09:31:29.100,0
163,2022-10-14 09:31:29.600,101.74,101.745,101.74,1254,1275695050,,,48,12,2022-10-14 09:31:29.600,0
164,2022-10-14 09:31:30.100,101.74,101.745,101.74,1254,1275695050,,,65,19,2022-10-14 09:31:30.100,0
165,2022-10-14 09:31:30.600,101.745,101.745,101.74,1256,1277729950,,,93,13,2022-10-14 09:31:30.600,0
166,2022-10-14 09:31:31.100,101.745,101.745,101.74,1256,1277729950,,,98,12,2022-10-14 09:31:31.100,0
167,2022-10-14 09:31:32.100,101.74,101.74,101.735,1268,1289938750,,,1,57,2022-10-14 09:31:32.100,1
168,2022-10-14 09:31:32.600,101.745,101.745,101.74,1300,1322497050,,,93,22,2022-10-14 09:31:32.600,0
169,2022-10-14 09:31:33.100,101.745,101.745,101.74,1300,1322497050,,,70,18,2022-10-14 09:31:33.100,0
170,2022-10-14 09:31:33.600,101.745,101.745,101.74,1303,1325549300,,,56,17,2022-10-14 09:31:33.600,0
171,2022-10-14 09:31:34.100,101.745,101.745,101.74,1303,1325549300,,,56,16,2022-10-14 09:31:34.100,0
172,2022-10-14 09:31:34.600,101.74,101.745,101.74,1313,1335723300,,,57,7,2022-10-14 09:31:34.600,0
173,2022-10-14 09:31:35.100,101.74,101.745,101.74,1314,1336740700,,,57,5,2022-10-14 09:31:35.100,0
174,2022-10-14 09:31:35.600,101.735,101.745,101.74,1343,1366245550,,,48,1,2022-10-14 09:31:35.600,0
175,2022-10-14 09:31:36.100,101.74,101.74,101.735,1344,1367262950,,,21,50,2022-10-14 09:31:36.100,0
176,2022-10-14 09:31:36.600,101.735,101.74,101.735,1351,1374384400,,,23,17,2022-10-14 09:31:36.600,0
177,2022-10-14 09:31:37.100,101.735,101.735,101.73,1352,1375401750,,,4,37,2022-10-14 09:31:37.100,0
178,2022-10-14 09:31:37.600,101.735,101.74,101.735,1356,1379471150,,,64,102,2022-10-14 09:31:37.600,0
179,2022-10-14 09:31:38.100,101.735,101.74,101.735,1358,1381505850,,,37,110,2022-10-14 09:31:38.100,0
180,2022-10-14 09:31:38.600,101.735,101.74,101.735,1358,1381505850,,,37,104,2022-10-14 09:31:38.600,0
181,2022-10-14 09:31:39.100,101.735,101.74,101.735,1358,1381505850,,,37,101,2022-10-14 09:31:39.100,0
182,2022-10-14 09:31:40.100,101.74,101.74,101.735,1363,1386592750,,,34,99,2022-10-14 09:31:40.100,1
183,2022-10-14 09:31:41.600,101.74,101.74,101.735,1366,1389644950,,,31,99,2022-10-14 09:31:41.600,1
184,2022-10-14 09:31:42.600,101.74,101.74,101.735,1366,1389644950,,,17,99,2022-10-14 09:31:42.600,1
185,2022-10-14 09:31:43.100,101.74,101.745,101.74,1378,1401853750,,,86,4,2022-10-14 09:31:43.100,0
186,2022-10-14 09:31:43.600,101.74,101.745,101.74,1392,1416097350,,,59,5,2022-10-14 09:31:43.600,0
187,2022-10-14 09:31:44.100,101.74,101.745,101.74,1392,1416097350,,,59,10,2022-10-14 09:31:44.100,0
188,2022-10-14 09:31:44.600,101.74,101.745,101.74,1392,1416097350,,,59,18,2022-10-14 09:31:44.600,0
189,2022-10-14 09:31:45.100,101.74,101.745,101.74,1392,1416097350,,,59,19,2022-10-14 09:31:45.100,0
190,2022-10-14 09:31:46.100,101.74,101.745,101.74,1392,1416097350,,,58,33,2022-10-14 09:31:46.100,1
191,2022-10-14 09:31:46.600,101.745,101.75,101.745,1419,1443568500,,,24,6,2022-10-14 09:31:46.600,0
192,2022-10-14 09:31:47.100,101.745,101.75,101.745,1452,1477145400,,,41,7,2022-10-14 09:31:47.100,0
193,2022-10-14 09:31:47.600,101.745,101.745,101.74,1459,1484267550,,,5,61,2022-10-14 09:31:47.600,0
194,2022-10-14 09:31:48.100,101.745,101.745,101.74,1466,1491389700,,,12,36,2022-10-14 09:31:48.100,0
195,2022-10-14 09:31:48.600,101.745,101.75,101.745,1478,1503599100,,,70,5,2022-10-14 09:31:48.600,0
196,2022-10-14 09:31:49.100,101.74,101.75,101.74,1489,1514790750,,,45,46,2022-10-14 09:31:49.100,0
197,2022-10-14 09:31:49.600,101.74,101.745,101.74,1489,1514790750,,,7,38,2022-10-14 09:31:49.600,0
198,2022-10-14 09:31:50.100,101.74,101.745,101.74,1489,1514790750,,,10,38,2022-10-14 09:31:50.100,0
199,2022-10-14 09:31:51.600,101.74,101.745,101.74,1489,1514790750,,,9,85,2022-10-14 09:31:51.600,1
200,2022-10-14 09:31:52.100,101.745,101.75,101.745,1496,1521912900,,,59,25,2022-10-14 09:31:52.100,0
201,2022-10-14 09:31:52.600,101.745,101.75,101.745,1497,1522930350,,,44,27,2022-10-14 09:31:52.600,0
202,2022-10-14 09:31:53.100,101.75,101.755,101.75,1541,1567700350,,,55,57,2022-10-14 09:31:53.100,0
203,2022-10-14 09:31:53.600,101.75,101.755,101.75,1569,1596190350,,,55,43,2022-10-14 09:31:53.600,0
204,2022-10-14 09:31:54.100,101.75,101.755,101.75,1569,1596190350,,,49,32,2022-10-14 09:31:54.100,0
205,2022-10-14 09:31:54.600,101.75,101.755,101.75,1569,1596190350,,,50,32,2022-10-14 09:31:54.600,0
206,2022-10-14 09:31:55.100,101.75,101.755,101.75,1569,1596190350,,,53,32,2022-10-14 09:31:55.100,0
207,2022-10-14 09:31:55.600,101.75,101.755,101.75,1569,1596190350,,,53,31,2022-10-14 09:31:55.600,0
208,2022-10-14 09:31:56.100,101.75,101.755,101.75,1569,1596190350,,,54,29,2022-10-14 09:31:56.100,0
209,2022-10-14 09:31:56.600,101.75,101.755,101.75,1629,1657241800,,,25,2,2022-10-14 09:31:56.600,0
210,2022-10-14 09:31:57.100,101.75,101.755,101.75,1632,1660294300,,,54,2,2022-10-14 09:31:57.100,0
211,2022-10-14 09:31:57.600,101.75,101.75,101.745,1633,1661311800,,,1,53,2022-10-14 09:31:57.600,0
212,2022-10-14 09:31:58.100,101.75,101.75,101.745,1637,1665381800,,,10,27,2022-10-14 09:31:58.100,0
213,2022-10-14 09:31:58.600,101.75,101.75,101.745,1637,1665381800,,,19,41,2022-10-14 09:31:58.600,0
214,2022-10-14 09:31:59.100,101.75,101.75,101.745,1637,1665381800,,,16,41,2022-10-14 09:31:59.100,0
215,2022-10-14 09:31:59.600,101.75,101.75,101.745,1637,1665381800,,,16,42,2022-10-14 09:31:59.600,0
216,2022-10-14 09:32:00.100,101.75,101.75,101.745,1639,1667416800,,,14,42,2022-10-14 09:32:00.100,0
217,2022-10-14 09:32:00.600,101.75,101.75,101.745,1640,1668434300,,,14,42,2022-10-14 09:32:00.600,0
218,2022-10-14 09:32:01.100,101.75,101.755,101.75,1656,1684714300,,,85,9,2022-10-14 09:32:01.100,0
219,2022-10-14 09:32:01.600,101.75,101.755,101.75,1687,1716256600,,,58,1,2022-10-14 09:32:01.600,0
220,2022-10-14 09:32:02.100,101.75,101.75,101.745,1688,1717274100,,,2,62,2022-10-14 09:32:02.100,0
221,2022-10-14 09:32:02.600,101.75,101.75,101.745,1694,1723379100,,,11,37,2022-10-14 09:32:02.600,0
222,2022-10-14 09:32:03.100,101.75,101.75,101.745,1694,1723379100,,,17,37,2022-10-14 09:32:03.100,0
223,2022-10-14 09:32:03.600,101.75,101.755,101.75,1727,1756956600,,,85,68,2022-10-14 09:32:03.600,0
224,2022-10-14 09:32:04.100,101.75,101.755,101.75,1727,1756956600,,,59,80,2022-10-14 09:32:04.100,0
225,2022-10-14 09:32:04.600,101.755,101.755,101.75,1728,1757974150,,,56,76,2022-10-14 09:32:04.600,0
226,2022-10-14 09:32:05.100,101.755,101.755,101.75,1728,1757974150,,,61,73,2022-10-14 09:32:05.100,0
227,2022-10-14 09:32:05.600,101.75,101.755,101.75,1733,1763061650,,,61,68,2022-10-14 09:32:05.600,0
228,2022-10-14 09:32:06.100,101.755,101.755,101.75,1763,1793588150,,,31,68,2022-10-14 09:32:06.100,0
229,2022-10-14 09:32:07.600,101.755,101.755,101.75,1763,1793588150,,,31,66,2022-10-14 09:32:07.600,1
230,2022-10-14 09:32:10.100,101.755,101.755,101.75,1765,1795623250,,,29,66,2022-10-14 09:32:10.100,2
231,2022-10-14 09:32:10.600,101.755,101.755,101.75,1765,1795623250,,,30,66,2022-10-14 09:32:10.600,0
232,2022-10-14 09:32:11.100,101.755,101.755,101.75,1765,1795623250,,,30,67,2022-10-14 09:32:11.100,0
233,2022-10-14 09:32:12.100,101.755,101.755,101.75,1765,1795623250,,,11,73,2022-10-14 09:32:12.100,1
234,2022-10-14 09:32:12.600,101.755,101.76,101.755,1776,1806816300,,,50,33,2022-10-14 09:32:12.600,0
235,2022-10-14 09:32:13.100,101.755,101.76,101.755,1777,1807833850,,,52,41,2022-10-14 09:32:13.100,0
