,open_ts_time,open_tf_time,open_t_time,wind_ts_p,wind_tf_p,wind_t_p,close_ts_time,close_tf_time,close_t_time,unwind_ts_p,unwind_tf_p,unwind_t_p,diff_ts,diff_tf,diff_t,sum-2-3-1
0,2022-10-21 09:51:01,2022-10-21 09:51:04,2022-10-21 09:51:00,101.235,101.85,101.245,2022-10-21 10:08:06,2022-10-21 10:08:01,2022-10-21 10:08:01,101.235,101.865,101.265,0.0,0.015000000000000568,-0.030000000000001137,300.00000000001137
1,2022-10-21 09:55:04,2022-10-21 09:55:03,2022-10-21 09:55:00,101.235,101.845,101.235,2022-10-21 10:10:15,2022-10-21 10:10:15,2022-10-21 10:10:15,101.23,101.86,101.255,0.0049999999999954525,0.015000000000000568,-0.01999999999999602,699.9999999999318
2,2022-10-21 09:56:00,2022-10-21 09:56:04,2022-10-21 09:56:03,101.235,101.845,101.235,2022-10-21 10:11:01,2022-10-21 10:11:02,2022-10-21 10:11:01,101.225,101.855,101.25,0.010000000000005116,0.010000000000005116,-0.015000000000000568,700.0000000005002
3,2022-10-21 09:57:00,2022-10-21 09:57:00,2022-10-21 09:57:01,101.23,101.84,101.23,2022-10-21 10:12:00,2022-10-21 10:12:00,2022-10-21 10:12:00,101.225,101.855,101.25,0.005000000000009663,0.015000000000000568,-0.01999999999999602,700.0000000005002
4,2022-10-21 09:58:01,2022-10-21 09:58:00,2022-10-21 09:58:01,101.23,101.835,101.23,2022-10-21 10:23:02,2022-10-21 10:23:00,2022-10-21 10:23:00,101.215,101.83,101.22,0.015000000000000568,-0.0049999999999954525,0.010000000000005116,500.0000000003979
5,2022-10-21 10:00:01,2022-10-21 10:00:01,2022-10-21 10:00:00,101.23,101.84,101.245,2022-10-21 10:34:01,2022-10-21 10:34:01,2022-10-21 10:34:00,101.21,101.82,101.205,0.020000000000010232,-0.020000000000010232,0.025000000000005684,99.99999999990905
6,2022-10-21 10:02:00,2022-10-21 10:02:00,2022-10-21 10:02:00,101.235,101.85,101.255,2022-10-21 10:36:17,2022-10-21 10:36:17,2022-10-21 10:36:00,101.21,101.825,101.21,0.025000000000005684,-0.024999999999991473,0.025000000000005684,8.526512829121202e-10
7,2022-10-21 10:03:01,2022-10-21 10:03:01,2022-10-21 10:03:01,101.235,101.85,101.25,2022-10-21 11:05:00,2022-10-21 11:05:00,2022-10-21 11:05:00,101.21,101.81,101.205,0.025000000000005684,-0.03999999999999204,0.030000000000001137,-799.9999999992724
8,2022-10-21 10:04:02,2022-10-21 10:04:01,2022-10-21 10:04:00,101.235,101.855,101.265,2022-10-21 11:11:00,2022-10-21 11:11:00,2022-10-21 11:11:00,101.21,101.815,101.205,0.025000000000005684,-0.04000000000000625,0.030000000000001137,-800.000000000125
9,2022-10-21 10:05:02,2022-10-21 10:05:01,2022-10-21 10:05:00,101.24,101.86,101.27,2022-10-21 11:15:01,2022-10-21 11:15:00,2022-10-21 11:15:00,101.21,101.815,101.21,0.030000000000001137,-0.045000000000001705,0.030000000000001137,-900.0000000000341
10,2022-10-21 10:20:02,2022-10-21 10:20:00,2022-10-21 10:20:03,101.225,101.84,101.245,2022-10-21 11:16:07,2022-10-21 11:16:00,2022-10-21 11:16:00,101.21,101.82,101.21,0.015000000000000568,-0.020000000000010232,0.015000000000000568,-300.0000000005798
11,2022-10-21 10:25:00,2022-10-21 10:25:00,2022-10-21 10:25:00,101.215,101.82,101.215,2022-10-21 11:17:24,2022-10-21 11:17:05,2022-10-21 11:17:11,101.21,101.815,101.205,0.005000000000009663,-0.0049999999999954525,0.010000000000005116,100.0000000007617
12,2022-10-21 10:27:04,2022-10-21 10:27:00,2022-10-21 10:27:00,101.215,101.815,101.215,2022-10-21 11:19:05,2022-10-21 11:19:03,2022-10-21 11:19:00,101.21,101.815,101.205,0.005000000000009663,0.0,0.010000000000005116,400.00000000048885
13,2022-10-21 10:28:02,2022-10-21 10:28:02,2022-10-21 10:28:04,101.215,101.82,101.22,2022-10-21 11:20:04,2022-10-21 11:20:00,2022-10-21 11:20:01,101.21,101.815,101.2,0.005000000000009663,-0.0049999999999954525,0.015000000000000568,200.00000000067075
14,2022-10-21 10:40:00,2022-10-21 10:40:00,2022-10-21 10:40:00,101.215,101.82,101.22,2022-10-21 11:21:01,2022-10-21 11:21:00,2022-10-21 11:21:00,101.21,101.82,101.21,0.005000000000009663,0.0,0.005000000000009663,300.0000000005798
15,2022-10-21 10:42:01,2022-10-21 10:42:04,2022-10-21 10:42:03,101.215,101.815,101.215,2022-10-21 13:10:01,2022-10-21 13:10:00,2022-10-21 13:10:00,101.19,101.775,101.155,0.025000000000005684,-0.03999999999999204,0.060000000000002274,-199.99999999924967
16,2022-10-21 10:43:00,2022-10-21 10:43:01,2022-10-21 10:43:00,101.21,101.815,101.22,2022-10-21 13:12:37,2022-10-21 13:12:01,2022-10-21 13:12:14,101.19,101.7775,101.16,0.01999999999999602,-0.037499999999994316,0.04999999999999716,-449.99999999987494
17,2022-10-21 10:47:04,2022-10-21 10:47:02,2022-10-21 10:47:01,101.215,101.82,101.22,2022-10-21 13:23:01,2022-10-21 13:23:01,2022-10-21 13:23:01,101.195,101.785,101.17,0.020000000000010232,-0.03499999999999659,0.045000000000001705,-399.999999999352
18,2022-10-21 10:49:00,2022-10-21 10:49:00,2022-10-21 10:49:00,101.22,101.825,101.225,2022-10-21 13:25:00,2022-10-21 13:25:00,2022-10-21 13:25:01,101.195,101.785,101.17,0.025000000000005684,-0.04000000000000625,0.04999999999999716,-400.00000000020464
19,2022-10-21 11:14:01,2022-10-21 11:14:01,2022-10-21 11:14:00,101.215,101.81,101.215,2022-10-21 13:27:24,2022-10-21 13:27:01,2022-10-21 13:27:01,101.195,101.78,101.16,0.020000000000010232,-0.030000000000001137,0.05500000000000682,100.00000000047748
20,2022-10-21 11:23:01,2022-10-21 11:23:01,2022-10-21 11:23:02,101.21,101.8,101.2,2022-10-21 13:28:00,2022-10-21 13:28:00,2022-10-21 13:28:00,101.195,101.7825,101.165,0.015000000000000568,-0.017499999999998295,0.044999999999987494,449.99999999987494
21,2022-10-21 11:26:01,2022-10-21 11:26:02,2022-10-21 11:26:00,101.205,101.8,101.2,2022-10-21 13:29:09,2022-10-21 13:29:00,2022-10-21 13:29:01,101.195,101.785,101.17,0.010000000000005116,-0.015000000000000568,0.03499999999999659,200.00000000010232
22,2022-10-21 11:28:00,2022-10-21 11:28:00,2022-10-21 11:28:00,101.205,101.795,101.195,2022-10-21 13:34:00,2022-10-21 13:34:00,2022-10-21 13:34:00,101.19,101.775,101.16,0.015000000000000568,-0.01999999999999602,0.045000000000001705,300.0000000002956
23,2022-10-21 11:29:00,2022-10-21 11:29:00,2022-10-21 11:29:00,101.205,101.79,101.19,2022-10-21 13:36:00,2022-10-21 13:36:02,2022-10-21 13:36:03,101.19,101.775,101.15,0.015000000000000568,-0.015000000000000568,0.05499999999999261,799.9999999998408
24,2022-10-21 13:00:00,2022-10-21 13:00:00,2022-10-21 13:00:00,101.2,101.78,101.18,2022-10-21 13:37:00,2022-10-21 13:37:03,2022-10-21 13:37:00,101.19,101.77,101.145,0.010000000000005116,-0.010000000000005116,0.05500000000000682,900.0000000000341
25,2022-10-21 13:01:00,2022-10-21 13:01:01,2022-10-21 13:01:00,101.2,101.775,101.18,2022-10-21 13:39:00,2022-10-21 13:39:00,2022-10-21 13:39:00,101.19,101.765,101.135,0.010000000000005116,-0.010000000000005116,0.06499999999999773,1099.9999999998522
26,2022-10-21 13:02:00,2022-10-21 13:02:01,2022-10-21 13:02:01,101.2,101.775,101.17750000000001,2022-10-21 13:40:00,2022-10-21 13:40:01,2022-10-21 13:40:00,101.185,101.76,101.12,0.015000000000000568,-0.015000000000000568,0.0799999999999983,1299.9999999999545
27,2022-10-21 13:14:02,2022-10-21 13:14:00,2022-10-21 13:14:00,101.195,101.765,101.16,2022-10-21 13:41:04,2022-10-21 13:41:00,2022-10-21 13:41:01,101.185,101.76,101.12,0.009999999999990905,-0.0049999999999954525,0.07499999999998863,1599.9999999996817
28,2022-10-21 13:17:00,2022-10-21 13:17:02,2022-10-21 13:17:00,101.2,101.775,101.175,2022-10-21 13:42:00,2022-10-21 13:42:00,2022-10-21 13:42:00,101.19,101.765,101.13,0.010000000000005116,-0.010000000000005116,0.07000000000000739,1200.0000000000455
29,2022-10-21 13:31:00,2022-10-21 13:31:00,2022-10-21 13:31:05,101.2,101.775,101.17,2022-10-21 13:52:03,2022-10-21 13:52:00,2022-10-21 13:52:01,101.19,101.77,101.1375,0.010000000000005116,-0.005000000000009663,0.0625,1349.9999999996248
30,2022-10-21 13:53:00,2022-10-21 13:53:01,2022-10-21 13:53:00,101.195,101.765,101.14,2022-10-21 14:15:01,2022-10-21 14:15:00,2022-10-21 14:15:00,101.195,101.78,101.16,0.0,0.015000000000000568,0.03499999999999659,1599.999999999966
31,2022-10-21 13:56:04,2022-10-21 13:56:00,2022-10-21 13:56:00,101.2,101.775,101.16,2022-10-21 14:16:02,2022-10-21 14:16:01,2022-10-21 14:16:01,101.19,101.77,101.15,0.010000000000005116,-0.005000000000009663,0.04999999999999716,1099.999999999568
32,2022-10-21 13:58:00,2022-10-21 13:58:00,2022-10-21 13:58:00,101.195,101.775,101.16,2022-10-21 14:17:00,2022-10-21 14:17:05,2022-10-21 14:17:05,101.19,101.77,101.145,0.0049999999999954525,-0.005000000000009663,0.04999999999999716,899.9999999991815
33,2022-10-21 14:05:00,2022-10-21 14:05:00,2022-10-21 14:05:00,101.195,101.775,101.165,2022-10-21 14:18:07,2022-10-21 14:18:06,2022-10-21 14:18:02,101.19,101.775,101.15,0.0049999999999954525,0.0,0.044999999999987494,1099.999999999568
