,ts_date,t
0,2023-02-14 09:30:00,100.42630467159444
1,2023-02-14 09:35:00,100.44773804810616
2,2023-02-14 09:40:00,100.44225639906922
3,2023-02-14 09:45:00,100.44403382731481
4,2023-02-14 09:50:00,100.44453030221334
5,2023-02-14 09:55:00,100.46275551162363
6,2023-02-14 10:00:00,100.47117597733241
7,2023-02-14 10:05:00,100.46265789191243
8,2023-02-14 10:10:00,100.46505120427074
9,2023-02-14 10:15:00,100.47381471308556
10,2023-02-14 10:20:00,100.472398948248
11,2023-02-14 10:25:00,100.4734858191469
12,2023-02-14 10:30:00,100.51475330265816
13,2023-02-14 10:35:00,100.49908957851446
14,2023-02-14 10:40:00,100.49494104523859
15,2023-02-14 10:45:00,100.47852771054143
16,2023-02-14 10:50:00,100.45243323660672
17,2023-02-14 10:55:00,100.4595824629731
18,2023-02-14 11:00:00,100.45547817581203
19,2023-02-14 11:05:00,100.45943696488445
20,2023-02-14 11:10:00,100.46462876477901
21,2023-02-14 11:15:00,100.46144940621294
22,2023-02-14 11:20:00,100.45350532000477
23,2023-02-14 11:25:00,100.4409533288881
24,2023-02-14 11:30:00,100.44
42,2023-02-14 13:00:00,100.46420270333128
43,2023-02-14 13:05:00,100.47449548667937
44,2023-02-14 13:10:00,100.48407714493904
45,2023-02-14 13:15:00,100.49249203054406
46,2023-02-14 13:20:00,100.49733012858701
47,2023-02-14 13:25:00,100.48854169581759
48,2023-02-14 13:30:00,100.4848915904823
49,2023-02-14 13:35:00,100.49396590706873
50,2023-02-14 13:40:00,100.49941776309913
51,2023-02-14 13:45:00,100.50995412799494
52,2023-02-14 13:50:00,100.51355987683348
53,2023-02-14 13:55:00,100.5171802764915
54,2023-02-14 14:00:00,100.52469124425784
55,2023-02-14 14:05:00,100.53138300581203
56,2023-02-14 14:10:00,100.527019694814
57,2023-02-14 14:15:00,100.53359954143299
58,2023-02-14 14:20:00,100.5603758006038
59,2023-02-14 14:25:00,100.55505356740807
60,2023-02-14 14:30:00,100.56457591448373
61,2023-02-14 14:35:00,100.55804715474142
62,2023-02-14 14:40:00,100.55793179770914
63,2023-02-14 14:45:00,100.55169444917838
64,2023-02-14 14:50:00,100.556330711396
65,2023-02-14 14:55:00,100.53666881519696
66,2023-02-14 15:00:00,100.54362340708471
67,2023-02-14 15:05:00,100.54607344926718
68,2023-02-14 15:10:00,100.53821509314892
69,2023-02-14 15:15:00,100.54
70,2023-02-14 15:20:00,100.54
