,ts_date,t
0,2023-02-17 09:30:00,100.62704248340695
1,2023-02-17 09:35:00,100.59870331254677
2,2023-02-17 09:40:00,100.5676450410278
3,2023-02-17 09:45:00,100.5736125881205
4,2023-02-17 09:50:00,100.57059323899686
5,2023-02-17 09:55:00,100.56775268638108
6,2023-02-17 10:00:00,100.58374148939664
7,2023-02-17 10:05:00,100.5872706310791
8,2023-02-17 10:10:00,100.58182840224943
9,2023-02-17 10:15:00,100.57805231412698
10,2023-02-17 10:20:00,100.58308898490667
11,2023-02-17 10:25:00,100.59737031182928
12,2023-02-17 10:30:00,100.60482181778363
13,2023-02-17 10:35:00,100.61385067480835
14,2023-02-17 10:40:00,100.61946617223222
15,2023-02-17 10:45:00,100.63043858340562
16,2023-02-17 10:50:00,100.62225829994215
17,2023-02-17 10:55:00,100.63197643967521
18,2023-02-17 11:00:00,100.6204523470695
19,2023-02-17 11:05:00,100.61826682794236
20,2023-02-17 11:10:00,100.60317066770857
21,2023-02-17 11:15:00,100.59456080377471
22,2023-02-17 11:20:00,100.60070126559364
23,2023-02-17 11:25:00,100.59949957445
42,2023-02-17 13:00:00,100.60332090897963
43,2023-02-17 13:05:00,100.59419803090954
44,2023-02-17 13:10:00,100.59473964491369
45,2023-02-17 13:15:00,100.60193858763076
46,2023-02-17 13:20:00,100.5894676566892
47,2023-02-17 13:25:00,100.59063953917745
48,2023-02-17 13:30:00,100.57730330515898
49,2023-02-17 13:35:00,100.57497854128117
50,2023-02-17 13:40:00,100.58462182665065
51,2023-02-17 13:45:00,100.58373447450684
52,2023-02-17 13:50:00,100.59388975644652
53,2023-02-17 13:55:00,100.59923127618389
54,2023-02-17 14:00:00,100.60123743999637
55,2023-02-17 14:05:00,100.58621064466902
56,2023-02-17 14:10:00,100.5914915913752
57,2023-02-17 14:15:00,100.60887740247266
58,2023-02-17 14:20:00,100.62625976136555
59,2023-02-17 14:25:00,100.63368747865864
60,2023-02-17 14:30:00,100.62006402077519
61,2023-02-17 14:35:00,100.6314024031667
62,2023-02-17 14:40:00,100.64344478865618
63,2023-02-17 14:45:00,100.64199233831573
64,2023-02-17 14:50:00,100.65049586694455
65,2023-02-17 14:55:00,100.63779574399364
66,2023-02-17 15:00:00,100.63285347934476
67,2023-02-17 15:05:00,100.63641864336437
68,2023-02-17 15:10:00,100.62550902995402
69,2023-02-17 15:15:00,100.64
71,2023-02-17 15:25:00,100.64
