,ts_date,t
0,2023-02-15 09:30:00,100.47524376744293
1,2023-02-15 09:35:00,100.49363335958014
2,2023-02-15 09:40:00,100.49967426595757
3,2023-02-15 09:45:00,100.51093155527812
4,2023-02-15 09:50:00,100.5105283826181
5,2023-02-15 09:55:00,100.48867884393842
6,2023-02-15 10:00:00,100.46589858805814
7,2023-02-15 10:05:00,100.4594999004057
8,2023-02-15 10:10:00,100.45787110611957
9,2023-02-15 10:15:00,100.46769784722147
10,2023-02-15 10:20:00,100.46892296565301
11,2023-02-15 10:25:00,100.47595318252294
12,2023-02-15 10:30:00,100.49150842191943
13,2023-02-15 10:35:00,100.47869733458084
14,2023-02-15 10:40:00,100.48617556910638
15,2023-02-15 10:45:00,100.48039594141706
16,2023-02-15 10:50:00,100.45850557657032
17,2023-02-15 10:55:00,100.46082053199457
18,2023-02-15 11:00:00,100.4574835022454
19,2023-02-15 11:05:00,100.46715065655468
20,2023-02-15 11:10:00,100.45932608031335
21,2023-02-15 11:15:00,100.45419949629098
22,2023-02-15 11:20:00,100.46214259248846
23,2023-02-15 11:25:00,100.46191053734003
42,2023-02-15 13:00:00,100.46358753705594
43,2023-02-15 13:05:00,100.44923871711812
44,2023-02-15 13:10:00,100.47950569491762
45,2023-02-15 13:15:00,100.49142844551102
46,2023-02-15 13:20:00,100.48270235771999
47,2023-02-15 13:25:00,100.47747448419652
48,2023-02-15 13:30:00,100.48138247909235
49,2023-02-15 13:35:00,100.47999486866136
50,2023-02-15 13:40:00,100.4730542429551
51,2023-02-15 13:45:00,100.48228849165723
52,2023-02-15 13:50:00,100.49609811891817
53,2023-02-15 13:55:00,100.5118898894815
54,2023-02-15 14:00:00,100.51921159188024
55,2023-02-15 14:05:00,100.525377467645
56,2023-02-15 14:10:00,100.52064010806926
57,2023-02-15 14:15:00,100.51325234975957
58,2023-02-15 14:20:00,100.50682389219583
59,2023-02-15 14:25:00,100.51893699736966
60,2023-02-15 14:30:00,100.51988427903538
61,2023-02-15 14:35:00,100.52054560551049
62,2023-02-15 14:40:00,100.52359552561897
63,2023-02-15 14:45:00,100.53871209983389
64,2023-02-15 14:50:00,100.5438007296352
65,2023-02-15 14:55:00,100.54414812399585
66,2023-02-15 15:00:00,100.55525229002976
67,2023-02-15 15:05:00,100.5452965277072
68,2023-02-15 15:10:00,100.53956423079266
71,2023-02-15 15:25:00,100.545
