,ts_date,t
0,2023-02-07 09:30:00,100.24092040862726
1,2023-02-07 09:35:00,100.24648531104042
2,2023-02-07 09:40:00,100.25685055992045
3,2023-02-07 09:45:00,100.24933113139335
4,2023-02-07 09:50:00,100.26282320951039
5,2023-02-07 09:55:00,100.2544454997634
6,2023-02-07 10:00:00,100.27153102515356
7,2023-02-07 10:05:00,100.2675730977223
8,2023-02-07 10:10:00,100.2855891348915
9,2023-02-07 10:15:00,100.2854954032851
10,2023-02-07 10:20:00,100.3115766426077
11,2023-02-07 10:25:00,100.32666482545557
12,2023-02-07 10:30:00,100.33092721874021
13,2023-02-07 10:35:00,100.34859071937396
14,2023-02-07 10:40:00,100.35518947187107
15,2023-02-07 10:45:00,100.34964413575578
16,2023-02-07 10:50:00,100.35153672958046
17,2023-02-07 10:55:00,100.34520207610507
18,2023-02-07 11:00:00,100.3433790528638
19,2023-02-07 11:05:00,100.34202418579441
20,2023-02-07 11:10:00,100.35332373681536
21,2023-02-07 11:15:00,100.35269525125629
22,2023-02-07 11:20:00,100.35957251861466
23,2023-02-07 11:25:00,100.36189102262176
42,2023-02-07 13:00:00,100.37556263088081
43,2023-02-07 13:05:00,100.3756530307576
44,2023-02-07 13:10:00,100.37299078973899
45,2023-02-07 13:15:00,100.39033833407898
46,2023-02-07 13:20:00,100.39882661725349
47,2023-02-07 13:25:00,100.40454853376175
48,2023-02-07 13:30:00,100.3933895160759
49,2023-02-07 13:35:00,100.39710351686779
50,2023-02-07 13:40:00,100.40218897465955
51,2023-02-07 13:45:00,100.42729094410548
52,2023-02-07 13:50:00,100.45328506650364
53,2023-02-07 13:55:00,100.44507656145052
54,2023-02-07 14:00:00,100.44366480241615
55,2023-02-07 14:05:00,100.43980686342542
56,2023-02-07 14:10:00,100.44478387746211
57,2023-02-07 14:15:00,100.4480499776661
58,2023-02-07 14:20:00,100.44140871722226
59,2023-02-07 14:25:00,100.428015803891
60,2023-02-07 14:30:00,100.42750145813521
61,2023-02-07 14:35:00,100.42836758212292
62,2023-02-07 14:40:00,100.4310244825894
63,2023-02-07 14:45:00,100.4450519175694
64,2023-02-07 14:50:00,100.45366955724823
65,2023-02-07 14:55:00,100.44974944999015
66,2023-02-07 15:00:00,100.4554609528109
67,2023-02-07 15:05:00,100.46330577977429
68,2023-02-07 15:10:00,100.47177564469223
71,2023-02-07 15:25:00,100.48
