,ts_date,t
0,2023-02-09 09:30:00,100.48944554404028
1,2023-02-09 09:35:00,100.47951743156504
2,2023-02-09 09:40:00,100.45830545604278
3,2023-02-09 09:45:00,100.43805678089278
4,2023-02-09 09:50:00,100.42811007370122
5,2023-02-09 09:55:00,100.39381743166014
6,2023-02-09 10:00:00,100.39287599672343
7,2023-02-09 10:05:00,100.39175972336979
8,2023-02-09 10:10:00,100.39804126551897
9,2023-02-09 10:15:00,100.40827531350025
10,2023-02-09 10:20:00,100.41171764764012
11,2023-02-09 10:25:00,100.42152999240115
12,2023-02-09 10:30:00,100.44203756413133
13,2023-02-09 10:35:00,100.44361657053486
14,2023-02-09 10:40:00,100.45168985873181
15,2023-02-09 10:45:00,100.46800452114736
16,2023-02-09 10:50:00,100.46812707740402
17,2023-02-09 10:55:00,100.4621174372948
18,2023-02-09 11:00:00,100.4548210747979
19,2023-02-09 11:05:00,100.4562103813475
20,2023-02-09 11:10:00,100.47136674310498
21,2023-02-09 11:15:00,100.47052348900966
22,2023-02-09 11:20:00,100.46029555113603
23,2023-02-09 11:25:00,100.46576074714123
24,2023-02-09 11:30:00,100.47000000000001
42,2023-02-09 13:00:00,100.46667910210121
43,2023-02-09 13:05:00,100.45775048884492
44,2023-02-09 13:10:00,100.46964471651646
45,2023-02-09 13:15:00,100.47095320715044
46,2023-02-09 13:20:00,100.4648590037359
47,2023-02-09 13:25:00,100.43810822124516
48,2023-02-09 13:30:00,100.40585474337637
49,2023-02-09 13:35:00,100.39264633798341
50,2023-02-09 13:40:00,100.39493204944566
51,2023-02-09 13:45:00,100.40093024842402
52,2023-02-09 13:50:00,100.39026402997875
53,2023-02-09 13:55:00,100.38275180113664
54,2023-02-09 14:00:00,100.3914222826781
55,2023-02-09 14:05:00,100.4044746984171
56,2023-02-09 14:10:00,100.40829972129487
57,2023-02-09 14:15:00,100.4023463717477
58,2023-02-09 14:20:00,100.4117013938169
59,2023-02-09 14:25:00,100.43113424146001
60,2023-02-09 14:30:00,100.44442387631852
61,2023-02-09 14:35:00,100.46442320072791
62,2023-02-09 14:40:00,100.47722420217403
63,2023-02-09 14:45:00,100.49056544774011
64,2023-02-09 14:50:00,100.51765210465261
65,2023-02-09 14:55:00,100.57005792001759
66,2023-02-09 15:00:00,100.55285079391831
67,2023-02-09 15:05:00,100.53556299393667
68,2023-02-09 15:10:00,100.54052008342289
69,2023-02-09 15:15:00,100.53
71,2023-02-09 15:25:00,100.53
