,ts_date,ts,tf,t,diff,zcore10
82,2022-10-12 09:50:30,101.155,101.58,100.87000000000003,1.1349999999999625,-1.834466204146862
83,2022-10-12 09:50:45,101.155,101.58388956247619,100.87,1.1427791249523693,0.6442107479369148
84,2022-10-12 09:51:00,101.1537763338939,101.58444751523916,100.87477368930938,1.1403450072750445,-0.03993791945150726
85,2022-10-12 09:51:15,101.155,101.59,100.88158617862197,1.143413821378033,0.820564084975849
86,2022-10-12 09:51:30,101.155,101.58916262687471,100.88186967232,1.141455581429426,0.16586241867462706
87,2022-10-12 09:51:45,101.155,101.585,100.87999999999998,1.1350000000000051,-1.6160527751263978
88,2022-10-12 09:52:00,101.15500000000002,101.58500000000001,100.88035620035052,1.1346437996494814,-1.5448799450930046
89,2022-10-12 09:52:15,101.155,101.59227465214761,100.88420416440815,1.1453451398870698,1.2148429111521715
90,2022-10-12 09:52:30,101.15500000000002,101.59523892370788,100.89176449460027,1.1437133528154817,0.9480002782731426
91,2022-10-12 09:52:45,101.16,101.60144153462068,100.90227325852719,1.1406098107141673,0.21133364951997505
92,2022-10-12 09:53:00,101.16406654730794,101.6071197305755,100.90045513686023,1.1497177769828397,2.5131878047603835
93,2022-10-12 09:53:15,101.165,101.61,100.9073819095477,1.1476180904522977,1.381026661667228
94,2022-10-12 09:53:30,101.16500000000003,101.60833405107309,100.90359386959604,1.1480742325501012,1.2698779860641598
95,2022-10-12 09:53:45,101.16000000000001,101.60078784779773,100.89719236835359,1.1443833272418686,0.29053098418015594
96,2022-10-12 09:54:00,101.155,101.595,100.89,1.144999999999996,0.3951368166958026
97,2022-10-12 09:54:15,101.15500000000002,101.59500000000001,100.89380951293633,1.1411904870636818,-0.45131233139840304
98,2022-10-12 09:54:30,101.155,101.6,100.89500000000001,1.1499999999999773,1.4381788734869627
99,2022-10-12 09:54:45,101.155,101.59874800053318,100.89461650854649,1.1478794925198628,0.7457285374765803
100,2022-10-12 09:55:00,101.15859428203319,101.59970774927267,100.89477229594075,1.1460489205713884,0.07246364376390625
