,open_ts_time,open_tf_time,open_t_time,wind_ts_p,wind_tf_p,wind_t_p,close_ts_time,close_tf_time,close_t_time,unwind_ts_p,unwind_tf_p,unwind_t_p,diff_ts,diff_tf,diff_t,sum-2-3-1
0,2022-10-12 09:45:00,2022-10-12 09:45:00,2022-10-12 09:45:00,101.16,101.58,100.885,2022-10-12 09:53:00,2022-10-12 09:53:00,2022-10-12 09:53:00,101.155,101.61,100.89,0.0049999999999954525,0.030000000000001137,0.269999999999996,7599.999999999624
1,2022-10-12 09:46:12,2022-10-12 09:46:00,2022-10-12 09:46:02,101.165,101.585,100.895,2022-10-12 09:54:00,2022-10-12 09:54:00,2022-10-12 09:54:01,101.155,101.6,100.89,0.010000000000005116,0.015000000000000568,0.2750000000000057,7200.000000000557
2,2022-10-12 09:47:07,2022-10-12 09:47:00,2022-10-12 09:47:00,101.16,101.58,100.89,2022-10-12 09:56:00,2022-10-12 09:56:00,2022-10-12 09:56:00,101.155,101.61,100.895,0.0049999999999954525,0.030000000000001137,0.26500000000000057,7499.999999999715
3,2022-10-12 09:48:00,2022-10-12 09:48:01,2022-10-12 09:48:00,101.16,101.58,100.885,2022-10-12 09:57:00,2022-10-12 09:57:00,2022-10-12 09:57:00,101.16,101.62,100.895,0.0,0.04000000000000625,0.26500000000000057,7700.000000000386
4,2022-10-12 09:49:03,2022-10-12 09:49:00,2022-10-12 09:49:00,101.16,101.58,100.885,2022-10-12 09:58:00,2022-10-12 09:58:00,2022-10-12 09:58:00,101.16,101.62,100.9,0.0,0.04000000000000625,0.2599999999999909,7600.000000000193
5,2022-10-12 09:50:04,2022-10-12 09:50:00,2022-10-12 09:50:00,101.155,101.575,100.875,2022-10-12 09:59:07,2022-10-12 09:59:00,2022-10-12 09:59:00,101.155,101.61,100.89,0.0,0.03499999999999659,0.26500000000000057,7399.999999999806
6,2022-10-12 09:51:01,2022-10-12 09:51:02,2022-10-12 09:51:02,101.16,101.58,100.885,2022-10-12 10:06:00,2022-10-12 10:06:02,2022-10-12 10:06:00,101.15,101.605,100.885,0.009999999999990905,0.025000000000005684,0.2749999999999915,7799.9999999994425
7,2022-10-12 10:02:05,2022-10-12 10:02:07,2022-10-12 10:02:00,101.155,101.595,100.895,2022-10-12 10:07:00,2022-10-12 10:07:06,2022-10-12 10:07:00,101.15,101.605,100.885,0.0049999999999954525,0.010000000000005116,0.269999999999996,6399.999999999864
8,2022-10-12 10:43:04,2022-10-12 10:43:00,2022-10-12 10:43:01,101.16,101.605,100.9,2022-10-12 10:54:01,2022-10-12 10:54:00,2022-10-12 10:54:03,101.15,101.62,100.895,0.009999999999990905,0.015000000000000568,0.26500000000000057,6999.999999999318
9,2022-10-12 10:46:13,2022-10-12 10:46:02,2022-10-12 10:46:00,101.155,101.6,100.9,2022-10-12 10:55:00,2022-10-12 10:55:00,2022-10-12 10:55:00,101.155,101.625,100.9,0.0,0.025000000000005684,0.25499999999999545,6600.00000000025
10,2022-10-12 10:47:13,2022-10-12 10:47:00,2022-10-12 10:47:00,101.15,101.6,100.895,2022-10-12 10:56:12,2022-10-12 10:56:00,2022-10-12 10:56:00,101.155,101.63,100.905,-0.0049999999999954525,0.030000000000001137,0.24500000000000455,6300.000000000523
11,2022-10-12 10:48:00,2022-10-12 10:48:01,2022-10-12 10:48:01,101.155,101.6,100.895,2022-10-12 11:07:00,2022-10-12 11:07:01,2022-10-12 11:07:01,101.14,101.605,100.875,0.015000000000000568,0.005000000000009663,0.28000000000000114,7100.000000000648
12,2022-10-12 10:51:02,2022-10-12 10:51:01,2022-10-12 10:51:00,101.15,101.6,100.895,2022-10-12 11:08:00,2022-10-12 11:08:13,2022-10-12 11:08:01,101.14,101.61,100.885,0.010000000000005116,0.010000000000005116,0.26500000000000057,6700.000000000728
13,2022-10-12 10:52:01,2022-10-12 10:52:00,2022-10-12 10:52:00,101.16,101.6,100.91,2022-10-12 11:28:00,2022-10-12 11:28:00,2022-10-12 11:28:00,101.135,101.595,100.865,0.024999999999991473,-0.0049999999999954525,0.2950000000000017,7599.999999999625
14,2022-10-12 10:53:00,2022-10-12 10:53:00,2022-10-12 10:53:00,101.16,101.61,100.91,2022-10-12 13:02:02,2022-10-12 13:02:02,2022-10-12 13:02:00,101.135,101.595,100.875,0.024999999999991473,-0.015000000000000568,0.2849999999999966,6799.999999999216
15,2022-10-12 11:00:00,2022-10-12 11:00:00,2022-10-12 11:00:00,101.15,101.6,100.9,2022-10-12 13:04:01,2022-10-12 13:04:03,2022-10-12 13:04:01,101.135,101.61,100.875,0.015000000000000568,0.010000000000005116,0.2750000000000057,7300.000000000466
16,2022-10-12 11:11:15,2022-10-12 11:11:01,2022-10-12 11:11:00,101.15,101.6,100.905,2022-10-12 13:05:02,2022-10-12 13:05:01,2022-10-12 13:05:00,101.14,101.61,100.885,0.010000000000005116,0.010000000000005116,0.26500000000000057,6700.000000000728
17,2022-10-12 11:14:10,2022-10-12 11:14:00,2022-10-12 11:14:00,101.15,101.6,100.9,2022-10-12 13:06:03,2022-10-12 13:06:00,2022-10-12 13:06:00,101.14,101.615,100.88,0.010000000000005116,0.015000000000000568,0.27000000000001023,7100.000000000648
18,2022-10-12 11:15:00,2022-10-12 11:15:01,2022-10-12 11:15:01,101.15,101.595,100.9,2022-10-12 13:07:01,2022-10-12 13:07:02,2022-10-12 13:07:00,101.145,101.615,100.89,0.005000000000009663,0.01999999999999602,0.2600000000000051,6800.000000000637
19,2022-10-12 11:20:00,2022-10-12 11:20:09,2022-10-12 11:20:00,101.145,101.59,100.89,2022-10-12 13:08:01,2022-10-12 13:08:00,2022-10-12 13:08:00,101.14,101.615,100.89,0.0049999999999954525,0.024999999999991473,0.25499999999999545,6999.999999999034
20,2022-10-12 11:21:00,2022-10-12 11:21:02,2022-10-12 11:21:00,101.145,101.585,100.89,2022-10-12 13:09:01,2022-10-12 13:09:10,2022-10-12 13:09:01,101.14,101.61,100.89,0.0049999999999954525,0.025000000000005684,0.25499999999999545,6999.999999999886
21,2022-10-12 11:22:01,2022-10-12 11:22:08,2022-10-12 11:22:03,101.145,101.59,100.89,2022-10-12 13:10:00,2022-10-12 13:10:01,2022-10-12 13:10:01,101.14,101.615,100.89,0.0049999999999954525,0.024999999999991473,0.25499999999999545,6999.999999999034
22,2022-10-12 11:26:06,2022-10-12 11:26:01,2022-10-12 11:26:01,101.145,101.59,100.895,2022-10-12 13:12:03,2022-10-12 13:12:00,2022-10-12 13:12:00,101.14,101.605,100.885,0.0049999999999954525,0.015000000000000568,0.2599999999999909,6499.999999999489
23,2022-10-12 13:15:02,2022-10-12 13:15:00,2022-10-12 13:15:00,101.15,101.6,100.905,2022-10-12 13:20:00,2022-10-12 13:20:00,2022-10-12 13:20:00,101.13,101.595,100.86,0.020000000000010232,-0.0049999999999954525,0.29000000000000625,7100.000000001217
24,2022-10-12 13:18:00,2022-10-12 13:18:00,2022-10-12 13:18:00,101.14,101.59,100.885,2022-10-12 13:21:04,2022-10-12 13:21:01,2022-10-12 13:21:00,101.13,101.595,100.86,0.010000000000005116,0.0049999999999954525,0.28000000000000114,6700.000000000159
25,2022-10-12 13:19:02,2022-10-12 13:19:00,2022-10-12 13:19:00,101.14,101.585,100.88,2022-10-12 13:58:03,2022-10-12 13:58:04,2022-10-12 13:58:01,101.115,101.555,100.815,0.025000000000005684,-0.029999999999986926,0.32500000000000284,6700.000000001295
26,2022-10-12 13:24:00,2022-10-12 13:24:00,2022-10-12 13:24:00,101.13,101.57,100.86,2022-10-12 13:59:04,2022-10-12 13:59:01,2022-10-12 13:59:02,101.115,101.555,100.825,0.015000000000000568,-0.014999999999986358,0.3049999999999926,6400.000000000717
