,ts_date,t
0,2023-02-20 09:30:00,100.59564999822565
1,2023-02-20 09:35:00,100.61076501319181
2,2023-02-20 09:40:00,100.61045201149987
3,2023-02-20 09:45:00,100.6142674253083
4,2023-02-20 09:50:00,100.61323375497771
5,2023-02-20 09:55:00,100.61632578836569
6,2023-02-20 10:00:00,100.62421466292982
7,2023-02-20 10:05:00,100.63012250411087
8,2023-02-20 10:10:00,100.63857072469442
9,2023-02-20 10:15:00,100.6564241947478
10,2023-02-20 10:20:00,100.66343126326659
11,2023-02-20 10:25:00,100.65853515352879
12,2023-02-20 10:30:00,100.65234685745303
13,2023-02-20 10:35:00,100.62740684914203
14,2023-02-20 10:40:00,100.64258250489
15,2023-02-20 10:45:00,100.64197365606161
16,2023-02-20 10:50:00,100.63623559467777
17,2023-02-20 10:55:00,100.64063530892106
18,2023-02-20 11:00:00,100.63609818532501
19,2023-02-20 11:05:00,100.62353006364027
20,2023-02-20 11:10:00,100.60854489378366
21,2023-02-20 11:15:00,100.58688981096618
22,2023-02-20 11:20:00,100.57007422669851
23,2023-02-20 11:25:00,100.54310169516388
42,2023-02-20 13:00:00,100.48589878201464
43,2023-02-20 13:05:00,100.44220319724302
44,2023-02-20 13:10:00,100.43733809422223
45,2023-02-20 13:15:00,100.4066809597581
46,2023-02-20 13:20:00,100.40558003656784
47,2023-02-20 13:25:00,100.4336006911521
48,2023-02-20 13:30:00,100.4313678008372
49,2023-02-20 13:35:00,100.42634888287616
50,2023-02-20 13:40:00,100.45129689622094
51,2023-02-20 13:45:00,100.43445519488475
52,2023-02-20 13:50:00,100.43293963573731
53,2023-02-20 13:55:00,100.42903151517463
54,2023-02-20 14:00:00,100.42594267099794
55,2023-02-20 14:05:00,100.42607193843766
56,2023-02-20 14:10:00,100.41048426306095
57,2023-02-20 14:15:00,100.42572858508134
58,2023-02-20 14:20:00,100.42395767092266
59,2023-02-20 14:25:00,100.42650059899178
60,2023-02-20 14:30:00,100.39796325492398
61,2023-02-20 14:35:00,100.38437709493803
62,2023-02-20 14:40:00,100.3955078042706
63,2023-02-20 14:45:00,100.39347606472319
64,2023-02-20 14:50:00,100.40580787485452
65,2023-02-20 14:55:00,100.381731697242
66,2023-02-20 15:00:00,100.39265402030296
67,2023-02-20 15:05:00,100.39944979871152
68,2023-02-20 15:10:00,100.38352977668883
71,2023-02-20 15:25:00,100.385
